,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630720445691
1,"(nan, nan, nan)","(nan, nan, nan)",1167630720831386
2,"(nan, nan, nan)","(nan, nan, nan)",1167630720858849
3,"(nan, nan, nan)","(nan, nan, nan)",1167630720946508
4,"(nan, nan, nan)","(nan, nan, nan)",1167630720995752
5,"(nan, nan, nan)","(nan, nan, nan)",1167630721039091
6,"(nan, nan, nan)","(nan, nan, nan)",1167630721082454
7,"(nan, nan, nan)","(nan, nan, nan)",1167630721125768
8,"(nan, nan, nan)","(nan, nan, nan)",1167630721169080
9,"(nan, nan, nan)","(59.97001266479492, 94.0330810546875, 9.100000381469727)",1167630721212450
10,"(nan, nan, nan)","(nan, nan, nan)",1167630721253235
11,"(65.92475891113281, 100.05609130859375, 9.100000381469727)","(59.760704040527344, 93.63262939453125, 9.100000381469727)",1167630721315845
12,"(61.278907775878906, 96.90312194824219, 9.100000381469727)","(61.52656936645508, 93.5710678100586, 9.100000381469727)",1167630721355957
13,"(64.81653594970703, 95.67557525634766, 9.100000381469727)","(65.84290313720703, 90.98018646240234, 9.100000381469727)",1167630721386754
14,"(66.21204376220703, 96.42278289794922, 9.100000381469727)","(63.481109619140625, 92.50153350830078, 9.100000381469727)",1167630721418487
15,"(65.13597106933594, 96.73764038085938, 9.100000381469727)","(65.89402770996094, 91.76172637939453, 9.100000381469727)",1167630721449420
16,"(66.24176025390625, 97.6865463256836, 9.100000381469727)","(62.95467758178711, 90.73258209228516, 9.100000381469727)",1167630721481233
17,"(65.26482391357422, 96.97911834716797, 9.100000381469727)","(65.63888549804688, 91.31343078613281, 9.100000381469727)",1167630721514801
18,"(61.57898712158203, 94.13990020751953, 9.100000381469727)","(66.66899871826172, 91.82486724853516, 9.100000381469727)",1167630721547153
19,"(63.88862991333008, 96.83301544189453, 9.100000381469727)","(64.89804077148438, 92.6028823852539, 9.100000381469727)",1167630721580280
20,"(50.36486053466797, 93.68522644042969, 9.100000381469727)","(55.30732727050781, 92.8915023803711, 9.100000381469727)",1167630721612217
21,"(52.19318771362305, 95.47064971923828, 9.100000381469727)","(52.97963333129883, 92.61919403076172, 9.100000381469727)",1167630721643939
22,"(53.96037673950195, 99.03367614746094, 9.100000381469727)","(54.616451263427734, 92.04647064208984, 9.100000381469727)",1167630721675707
23,"(51.147377014160156, 94.53460693359375, 9.100000381469727)","(55.365577697753906, 93.30635833740234, 9.100000381469727)",1167630721707784
24,"(50.952701568603516, 96.29560089111328, 9.100000381469727)","(53.564842224121094, 92.58800506591797, 9.100000381469727)",1167630721739184
25,"(50.188594818115234, 95.08504486083984, 9.100000381469727)","(51.49191665649414, 92.49877166748047, 9.100000381469727)",1167630721770281
26,"(53.068870544433594, 97.28631591796875, 9.100000381469727)","(55.52253341674805, 92.45813751220703, 9.100000381469727)",1167630721801175
27,"(51.45835494995117, 97.18889617919922, 9.100000381469727)","(53.36421203613281, 93.15513610839844, 9.100000381469727)",1167630721831957
28,"(53.248077392578125, 95.86421966552734, 9.100000381469727)","(54.707786560058594, 91.80401611328125, 9.100000381469727)",1167630721863098
29,"(49.69309997558594, 96.11646270751953, 9.100000381469727)","(52.973777770996094, 92.84657287597656, 9.100000381469727)",1167630721893936
30,"(51.828895568847656, 95.80352020263672, 9.100000381469727)","(53.15903854370117, 92.31316375732422, 9.100000381469727)",1167630721925000
31,"(50.51530838012695, 96.02253723144531, 9.100000381469727)","(50.85951232910156, 90.75878143310547, 9.100000381469727)",1167630721955841
32,"(50.88010787963867, 93.6917953491211, 9.100000381469727)","(52.30875015258789, 91.99565887451172, 9.100000381469727)",1167630721986440
33,"(52.97084045410156, 96.76701354980469, 9.100000381469727)","(52.90875244140625, 90.6431884765625, 9.100000381469727)",1167630722017416
34,"(50.73500442504883, 95.92655944824219, 9.100000381469727)","(53.91981506347656, 91.5346908569336, 9.100000381469727)",1167630722048278
35,"(50.076053619384766, 94.90538024902344, 9.100000381469727)","(51.25282669067383, 91.60588836669922, 9.100000381469727)",1167630722079103
36,"(49.254173278808594, 94.16060638427734, 9.100000381469727)","(53.37533950805664, 92.07906341552734, 9.100000381469727)",1167630722109975
37,"(50.44855880737305, 94.78533935546875, 9.100000381469727)","(51.66228103637695, 90.85008239746094, 9.100000381469727)",1167630722140772
38,"(51.2922477722168, 96.13448333740234, 9.100000381469727)","(53.25377655029297, 90.79566192626953, 9.100000381469727)",1167630722171835
39,"(48.6585807800293, 95.49739837646484, 9.100000381469727)","(52.9273681640625, 90.42186737060547, 9.100000381469727)",1167630722203059
40,"(51.017398834228516, 96.16801452636719, 9.100000381469727)","(50.27272033691406, 91.07218933105469, 9.100000381469727)",1167630722234837
