,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167650675209660,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167650675253671,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167650675291659,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167650675335413,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167650675379197,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167650675422922,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167650675464956,"(0.6032488346099854, 0.582653820514679, 0.6266371607780457)","(-46.41852951049805, -23.147714614868164, 637.9911499023438)",1,"(-285.6568298339844, 277.0556945800781, 9.100000381469727)","(0.047528769820928574, 0.2558819055557251)",1,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
7,1167650675505681,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(0.47414761781692505, 0.6002494096755981, 0.6214833855628967)","(8.592913627624512, -28.112125396728516, 636.4450073242188)",1,"(-334.7372131347656, 372.5464782714844, 9.100000381469727)","(-0.0305485762655735, -0.014175801537930965)",1
8,1167650675652573,"(0.6052143573760986, 0.583196759223938, 0.6280314326286316)","(-47.27781295776367, -23.341222763061523, 638.409423828125)",1,"(-339.7956237792969, 281.9165954589844, 9.100000381469727)","(-0.038595542311668396, 0.24213480949401855)",1,"(0.4753318428993225, 0.6000924706459045, 0.6213926076889038)","(8.088916778564453, -28.066221237182617, 636.4177856445312)",1,"(-325.8669128417969, 309.4092102050781, 9.100000381469727)","(-0.016437679529190063, 0.16438284516334534)",1
9,1167650675696102,"(0.6058632135391235, 0.5829461812973022, 0.6267934441566467)","(-47.53432846069336, -23.251415252685547, 638.0380249023438)",1,"(-292.373046875, 270.8884582519531, 9.100000381469727)","(0.03684459254145622, 0.2733234465122223)",1,"(0.4757491946220398, 0.5996497869491577, 0.6204498410224915)","(7.90872859954834, -27.916711807250977, 636.1349487304688)",1,"(-272.8294677734375, 279.9117126464844, 9.100000381469727)","(0.06793464720249176, 0.24780483543872833)",1
10,1167650675855502,"(0.6059452891349792, 0.5824772119522095, 0.6263885498046875)","(-47.56342697143555, -23.099912643432617, 637.9165649414062)",1,"(-305.05499267578125, 283.11932373046875, 9.100000381469727)","(0.016670051962137222, 0.23873332142829895)",1,"(0.4756750762462616, 0.5992660522460938, 0.6199178099632263)","(7.938426494598389, -27.78931427001953, 635.975341796875)",1,"(-274.5177307128906, 282.2901611328125, 9.100000381469727)","(0.06524895131587982, 0.24107825756072998)",1
11,1167650675900633,"(0.6029574275016785, 0.5838563442230225, 0.6243149638175964)","(-46.2546272277832, -23.49931526184082, 637.2944946289062)",1,"(-96.02775573730469, 113.76376342773438, 9.100000381469727)","(0.34919193387031555, 0.7176882028579712)",1,"(0.47407951951026917, 0.6011726260185242, 0.6192722320556641)","(8.617629051208496, -28.371912002563477, 635.7816772460938)",1,"(-89.76216888427734, 141.41043090820312, 9.100000381469727)","(0.35915929079055786, 0.639500617980957)",1
12,1167650675956942,"(0.6011733412742615, 0.5849730372428894, 0.6246626973152161)","(-45.498619079589844, -23.847017288208008, 637.3988037109375)",1,"(14.21081829071045, 64.44977569580078, 9.100000381469727)","(0.5245601534843445, 0.8571531772613525)",1,"(0.4723794460296631, 0.6025230288505554, 0.6199824810028076)","(9.34382152557373, -28.79791259765625, 635.9947509765625)",1,"(22.67489242553711, 51.86193084716797, 9.100000381469727)","(0.53802490234375, 0.8927528858184814)",1
13,1167650676013152,"(0.6017032861709595, 0.5848080515861511, 0.623888373374939)","(-45.71212387084961, -23.788610458374023, 637.16650390625)",1,"(14.22289752960205, 60.476409912109375, 9.100000381469727)","(0.5245794057846069, 0.8683902621269226)",1,"(0.4721498191356659, 0.6025524139404297, 0.6190700531005859)","(9.438920974731445, -28.79391098022461, 635.7210083007812)",1,"(22.199237823486328, 72.35486602783203, 9.100000381469727)","(0.5372682213783264, 0.8347967863082886)",1
14,1167650676061667,"(0.6023138165473938, 0.5847449898719788, 0.624224066734314)","(-45.9775276184082, -23.774919509887695, 637.2672119140625)",1,"(15.200104713439941, 66.84905242919922, 9.100000381469727)","(0.5261339545249939, 0.8503677845001221)",1,"(0.4724603593349457, 0.6024124026298523, 0.6190521121025085)","(9.30672550201416, -28.751012802124023, 635.7156372070312)",1,"(27.080833435058594, 63.82499694824219, 9.100000381469727)","(0.545033872127533, 0.8589200973510742)",1
15,1167650676109862,"(0.602810263633728, 0.584725558757782, 0.6242602467536926)","(-46.18942642211914, -23.7711181640625, 637.278076171875)",1,"(14.191750526428223, 68.17811584472656, 9.100000381469727)","(0.5245298147201538, 0.8466090559959412)",1,"(0.47282084822654724, 0.6022471189498901, 0.6191609501838684)","(9.153619766235352, -28.702112197875977, 635.748291015625)",1,"(35.93550491333008, 74.3138427734375, 9.100000381469727)","(0.5591199398040771, 0.8292565941810608)",1
16,1167650676158512,"(0.6031205058097839, 0.5847038626670837, 0.6242743134498596)","(-46.32182693481445, -23.76571273803711, 637.2822875976562)",1,"(10.638843536376953, 60.69078063964844, 9.100000381469727)","(0.5188778638839722, 0.8677840232849121)",1,"(0.4730028212070465, 0.6021645069122314, 0.6190627217292786)","(9.075921058654785, -28.67561912536621, 635.7188110351562)",1,"(31.356657028198242, 68.53231048583984, 9.100000381469727)","(0.5518358945846558, 0.845607340335846)",1
17,1167650676208300,"(0.6032708287239075, 0.5846940279006958, 0.6237727999687195)","(-46.377628326416016, -23.757617950439453, 637.1318359375)",1,"(17.62533187866211, 65.72013854980469, 9.100000381469727)","(0.5299919843673706, 0.8535604476928711)",1,"(0.47310319542884827, 0.6021068096160889, 0.6190730929374695)","(9.03322696685791, -28.658111572265625, 635.721923828125)",1,"(34.75323486328125, 71.4648666381836, 9.100000381469727)","(0.5572391748428345, 0.8373137712478638)",1
18,1167650676265830,"(0.603173017501831, 0.5845291018486023, 0.6241223216056824)","(-46.34202194213867, -23.709318161010742, 637.2366943359375)",1,"(13.099729537963867, 69.47354888916016, 9.100000381469727)","(0.522792637348175, 0.8429454565048218)",1,"(0.47299790382385254, 0.6019983291625977, 0.6189837455749512)","(9.077523231506348, -28.622512817382812, 635.6951293945312)",1,"(33.77605438232422, 57.66080093383789, 9.100000381469727)","(0.5556846857070923, 0.8763530850410461)",1
19,1167650676315134,"(0.6029234528541565, 0.5842944979667664, 0.6235575079917908)","(-46.22712326049805, -23.628416061401367, 637.0672607421875)",1,"(14.621102333068848, 59.88333511352539, 9.100000381469727)","(0.525212824344635, 0.8700675368309021)",1,"(0.47276026010513306, 0.6018804311752319, 0.6184538006782532)","(9.17692756652832, -28.577518463134766, 635.5361328125)",1,"(40.51415252685547, 76.6794204711914, 9.100000381469727)","(0.5664036870002747, 0.8225665092468262)",1
20,1167650676366170,"(0.6026244163513184, 0.5842135548591614, 0.6236665844917297)","(-46.101722717285156, -23.60310935974121, 637.0999755859375)",1,"(12.186939239501953, 48.691551208496094, 9.100000381469727)","(0.521340548992157, 0.9017190337181091)",1,"(0.472493439912796, 0.6018742322921753, 0.6189412474632263)","(9.291622161865234, -28.58111000061035, 635.682373046875)",1,"(51.10493850708008, 83.19647979736328, 9.100000381469727)","(0.5832515954971313, 0.8041356205940247)",1
21,1167650676417488,"(0.6022604703903198, 0.5842484831809998, 0.6237310767173767)","(-45.94783020019531, -23.613317489624023, 637.1193237304688)",1,"(3.892984390258789, 66.58744049072266, 9.100000381469727)","(0.5081465244293213, 0.851107656955719)",1,"(0.47215160727500916, 0.6020103693008423, 0.619167685508728)","(9.437626838684082, -28.625415802001953, 635.7503051757812)",1,"(52.06005859375, 87.17462921142578, 9.100000381469727)","(0.5847709774971008, 0.7928849458694458)",1
22,1167650676468000,"(0.6013556122779846, 0.584132194519043, 0.6236710548400879)","(-45.56201934814453, -23.57271385192871, 637.101318359375)",1,"(42.252586364746094, 84.27957916259766, 9.100000381469727)","(0.5691692233085632, 0.8010724782943726)",1,"(0.4713663160800934, 0.6021132469177246, 0.6193853616714478)","(9.772125244140625, -28.657617568969727, 635.8156127929688)",1,"(97.1228256225586, 92.85230255126953, 9.100000381469727)","(0.6564571261405945, 0.7768279314041138)",1
