,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167708636459721,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167708636497699,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167708636541477,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167708636585269,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167708636629060,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167708636672848,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167708636724319,"(0.6223093867301941, 0.44586631655693054, 0.5198994874954224)","(-52.777503967285156, 11.489810943603516, 605.9698486328125)",1,"(-32.80638885498047, 402.69573974609375, 9.100000381469727)","(0.4497649073600769, -0.09944097697734833)",1,"(0.49048301577568054, 0.43477439880371094, 0.5410465598106384)","(1.3626086711883545, 12.87171745300293, 612.31396484375)",1,"(-47.0286750793457, 399.05755615234375, 9.100000381469727)","(0.4271399974822998, -0.08915184438228607)",1
7,1167708636763421,"(0.6225566267967224, 0.44525042176246643, 0.519944429397583)","(-52.88152313232422, 11.677812576293945, 605.9833374023438)",1,"(-39.45919418334961, 400.52203369140625, 9.100000381469727)","(0.4391815662384033, -0.09329355508089066)",1,"(0.49079447984695435, 0.4343307614326477, 0.5411214232444763)","(1.2325270175933838, 13.011011123657227, 612.33642578125)",1,"(-45.889129638671875, 407.6071472167969, 9.100000381469727)","(0.42895278334617615, -0.11333098262548447)",1
8,1167708636920169,"(0.6213889718055725, 0.44498351216316223, 0.5198984742164612)","(-52.4016227722168, 11.738910675048828, 605.9695434570312)",1,"(-43.32066345214844, 393.945556640625, 9.100000381469727)","(0.43303871154785156, -0.07469462603330612)",1,"(0.48947110772132874, 0.4344930350780487, 0.5408915281295776)","(1.7808281183242798, 12.939613342285156, 612.2674560546875)",1,"(-52.50637435913086, 398.7462463378906, 9.100000381469727)","(0.4184260368347168, -0.08827138692140579)",1
9,1167708637113537,"(0.622177243232727, 0.44434207677841187, 0.5199753642082214)","(-52.72862243652344, 11.943319320678711, 605.9926147460938)",1,"(-44.756309509277344, 396.21551513671875, 9.100000381469727)","(0.4307548999786377, -0.08111429214477539)",1,"(0.4903419017791748, 0.43345776200294495, 0.5410727858543396)","(1.4177261590957642, 13.266815185546875, 612.3218383789062)",1,"(-44.03007507324219, 405.3106384277344, 9.100000381469727)","(0.4319101870059967, -0.10683616250753403)",1
10,1167708637177305,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
11,1167708637259315,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
12,1167708637302573,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
13,1167708637343841,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
14,1167708637385645,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
15,1167708637426846,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
16,1167708637467396,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
17,1167708637508889,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
18,1167708637550604,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
19,1167708637590842,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
20,1167708637630864,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
21,1167708637671184,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
22,1167708637710995,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
23,1167708637751602,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
24,1167708637792144,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
25,1167708637832395,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
26,1167708637872193,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
27,1167708637911855,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
28,1167708637952589,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
29,1167708637994393,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
30,1167708638017827,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
31,1167708638044621,"(0.6149387359619141, 0.4686986804008484, 0.6066874265670776)","(-51.25712966918945, 12.569917678833008, 632.0062255859375)",1,"(-46.41309356689453, 383.3638610839844, 9.100000381469727)","(0.4281192719936371, -0.04476846754550934)",1,"(0.4843800663948059, 0.46856898069381714, 0.5816404223442078)","(4.009932518005371, 12.954514503479004, 624.4921264648438)",1,"(-54.034847259521484, 374.29071044921875, 9.100000381469727)","(0.4159945249557495, -0.019108673557639122)",1
32,1167708638082425,"(0.6148151755332947, 0.46862173080444336, 0.606386125087738)","(-51.19953536987305, 12.592418670654297, 631.9158325195312)",1,"(-44.354148864746094, 381.8117370605469, 9.100000381469727)","(0.43139463663101196, -0.0403788760304451)",1,"(0.48410293459892273, 0.46860215067863464, 0.5814300775527954)","(4.126138687133789, 12.944018363952637, 624.4290161132812)",1,"(-52.98627471923828, 371.73919677734375, 9.100000381469727)","(0.4176625907421112, -0.011892719194293022)",1
