1167628767364456,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355648023
1167628767401409,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355685000
1167628767443997,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355727606
1167628767486680,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355770307
1167628767529259,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355812885
1167628767571797,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355855315
1167628767615495,"(0.43741315603256226, 0.41068753600120544, -0.09174621850252151)","(13.787325859069824, 21.26590919494629, 422.47613525390625)",1,"(128.52867126464844, 134.33786010742188, 9.100000381469727)","(0.7064177393913269, 0.6595025658607483)",1,2.881683349609375,1,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59355899045
1167628767656277,"(0.4395962655544281, 0.4097112715244293, -0.09165354073047638)","(13.243115425109863, 21.472524642944336, 422.5039367675781)",1,"(162.7190399169922, 138.93077087402344, 9.100000381469727)","(0.760807991027832, 0.6465133428573608)",1,3.021881103515625,1,"(0.44125327467918396, 0.40992289781570435, -0.09150522947311401)","(12.832514762878418, 21.4216251373291, 422.5484313964844)",1,"(177.50540161132812, 127.1188735961914, 9.100000381469727)","(0.7843302488327026, 0.6799185872077942)",1,2.921539306640625,1,59355939833
1167628767790448,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59356074040
1167628767850382,"(0.4376119077205658, 0.41107097268104553, -0.09130299836397171)","(13.745111465454102, 21.18792152404785, 422.6091003417969)",1,"(162.03347778320312, 137.9873504638672, 9.100000381469727)","(0.7597174048423767, 0.6491814255714417)",1,3.042633056640625,1,"(0.4395791292190552, 0.41212010383605957, -0.09142283350229263)","(13.25441837310791, 20.947629928588867, 422.5731506347656)",1,"(180.1658477783203, 134.0165252685547, 9.100000381469727)","(0.7885624766349792, 0.6604112982749939)",1,3.0195770263671875,1,59356133985
1167628767996228,"(0.4354664981365204, 0.41184598207473755, -0.09082458168268204)","(14.288710594177246, 21.03412628173828, 422.75262451171875)",1,"(152.38967895507812, 106.55833435058594, 9.100000381469727)","(0.744376003742218, 0.7380658984184265)",1,3.1654205322265625,1,"(0.43766501545906067, 0.4142492413520813, -0.09119334071874619)","(13.738213539123535, 20.491823196411133, 422.6419982910156)",1,"(167.89404296875, 91.53207397460938, 9.100000381469727)","(0.7690404653549194, 0.7805616855621338)",1,3.21356201171875,1,59356279860
1167628768044732,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59356328375
1167628768105563,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,,0,59356389218
