,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167631020760314
1,"(68.46007537841797, 211.5836639404297, 9.100000381469727)","(64.12968444824219, 212.20449829101562, 9.100000381469727)",1167631021150061
2,"(66.60326385498047, 210.72433471679688, 9.100000381469727)","(59.03605270385742, 209.5977020263672, 9.100000381469727)",1167631021181333
3,"(nan, nan, nan)","(nan, nan, nan)",1167631021225561
4,"(61.925289154052734, 200.7098846435547, 9.100000381469727)","(57.227264404296875, 202.3995361328125, 9.100000381469727)",1167631021264865
5,"(62.05323791503906, 197.45260620117188, 9.100000381469727)","(59.28459548950195, 199.1588134765625, 9.100000381469727)",1167631021290133
6,"(62.94917678833008, 195.40650939941406, 9.100000381469727)","(58.09897232055664, 200.45372009277344, 9.100000381469727)",1167631021328689
7,"(61.19712448120117, 195.7181396484375, 9.100000381469727)","(55.97970962524414, 198.5977783203125, 9.100000381469727)",1167631021362956
8,"(61.00920867919922, 195.96632385253906, 9.100000381469727)","(58.59944152832031, 198.345458984375, 9.100000381469727)",1167631021397870
9,"(67.87226867675781, 189.52383422851562, 9.100000381469727)","(66.93761444091797, 193.01309204101562, 9.100000381469727)",1167631021432810
10,"(66.62777709960938, 189.03724670410156, 9.100000381469727)","(63.19718933105469, 193.49591064453125, 9.100000381469727)",1167631021467528
11,"(67.20913696289062, 189.17149353027344, 9.100000381469727)","(64.12197875976562, 192.72427368164062, 9.100000381469727)",1167631021501431
12,"(66.57941436767578, 190.49302673339844, 9.100000381469727)","(65.52540588378906, 192.65985107421875, 9.100000381469727)",1167631021535802
13,"(67.66218566894531, 192.2663116455078, 9.100000381469727)","(66.11333465576172, 192.69789123535156, 9.100000381469727)",1167631021571360
14,"(62.06939697265625, 186.73880004882812, 9.100000381469727)","(61.475582122802734, 189.2760009765625, 9.100000381469727)",1167631021605994
15,"(64.89070892333984, 188.7458953857422, 9.100000381469727)","(63.7802848815918, 191.43333435058594, 9.100000381469727)",1167631021640925
16,"(64.71672058105469, 187.4684600830078, 9.100000381469727)","(62.91141891479492, 191.79638671875, 9.100000381469727)",1167631021676252
17,"(64.12226867675781, 189.14273071289062, 9.100000381469727)","(64.20823669433594, 190.5313720703125, 9.100000381469727)",1167631021710800
18,"(64.37822723388672, 187.72373962402344, 9.100000381469727)","(62.49581527709961, 191.17764282226562, 9.100000381469727)",1167631021746218
19,"(64.31523132324219, 188.7726593017578, 9.100000381469727)","(62.17399215698242, 190.53802490234375, 9.100000381469727)",1167631021779459
20,"(64.59561157226562, 187.05987548828125, 9.100000381469727)","(63.65475845336914, 190.04315185546875, 9.100000381469727)",1167631021814410
21,"(63.12184524536133, 189.0887451171875, 9.100000381469727)","(67.336181640625, 191.9414520263672, 9.100000381469727)",1167631021850975
22,"(64.0459213256836, 188.57415771484375, 9.100000381469727)","(62.820125579833984, 189.56137084960938, 9.100000381469727)",1167631021885737
23,"(63.67140579223633, 187.11614990234375, 9.100000381469727)","(63.766414642333984, 189.83383178710938, 9.100000381469727)",1167631021920149
24,"(65.22933959960938, 188.57810974121094, 9.100000381469727)","(65.82679748535156, 191.72412109375, 9.100000381469727)",1167631021954559
25,"(63.9959831237793, 186.76234436035156, 9.100000381469727)","(64.46466827392578, 189.76806640625, 9.100000381469727)",1167631021990236
26,"(69.49308013916016, 185.37423706054688, 9.100000381469727)","(69.27406311035156, 189.10223388671875, 9.100000381469727)",1167631022025068
27,"(68.16503143310547, 185.40594482421875, 9.100000381469727)","(68.40567779541016, 190.1704559326172, 9.100000381469727)",1167631022059953
28,"(67.36370086669922, 186.43389892578125, 9.100000381469727)","(68.18611907958984, 188.5528106689453, 9.100000381469727)",1167631022095239
29,"(66.3033676147461, 185.75271606445312, 9.100000381469727)","(67.31754302978516, 188.95672607421875, 9.100000381469727)",1167631022130418
30,"(69.19908142089844, 187.05581665039062, 9.100000381469727)","(68.69050598144531, 189.1778564453125, 9.100000381469727)",1167631022165486
31,"(67.96449279785156, 187.96946716308594, 9.100000381469727)","(70.4393539428711, 190.0303955078125, 9.100000381469727)",1167631022201222
32,"(67.63359069824219, 188.79019165039062, 9.100000381469727)","(67.44905090332031, 189.61669921875, 9.100000381469727)",1167631022236783
33,"(65.95452117919922, 187.53871154785156, 9.100000381469727)","(66.732177734375, 190.0227813720703, 9.100000381469727)",1167631022271746
34,"(75.09754180908203, 213.634521484375, 9.100000381469727)","(75.6827621459961, 210.4244842529297, 9.100000381469727)",1167631022306521
35,"(90.2882080078125, 244.72503662109375, 9.100000381469727)","(88.32291412353516, 244.88983154296875, 9.100000381469727)",1167631022341204
36,"(89.59331512451172, 244.11126708984375, 9.100000381469727)","(87.87843322753906, 246.26361083984375, 9.100000381469727)",1167631022374775
37,"(92.86944580078125, 246.07431030273438, 9.100000381469727)","(85.47607421875, 247.16845703125, 9.100000381469727)",1167631022408988
38,"(89.2257080078125, 248.98715209960938, 9.100000381469727)","(86.12904357910156, 245.78341674804688, 9.100000381469727)",1167631022442242
39,"(92.5351333618164, 244.67356872558594, 9.100000381469727)","(85.26668548583984, 246.40977478027344, 9.100000381469727)",1167631022475193
40,"(91.51815032958984, 244.56092834472656, 9.100000381469727)","(87.34598541259766, 246.59788513183594, 9.100000381469727)",1167631022508167
41,"(91.36534881591797, 248.9620361328125, 9.100000381469727)","(84.03605651855469, 248.18128967285156, 9.100000381469727)",1167631022540874
42,"(89.9726791381836, 249.0772705078125, 9.100000381469727)","(81.01041412353516, 243.59263610839844, 9.100000381469727)",1167631022573868
43,"(90.38796997070312, 249.9003448486328, 9.100000381469727)","(83.60305786132812, 243.49502563476562, 9.100000381469727)",1167631022606834
44,"(92.18926239013672, 250.02810668945312, 9.100000381469727)","(83.92632293701172, 248.5982666015625, 9.100000381469727)",1167631022639840
45,"(89.56298065185547, 251.54454040527344, 9.100000381469727)","(83.52320098876953, 247.86976623535156, 9.100000381469727)",1167631022672399
46,"(91.36212158203125, 248.42164611816406, 9.100000381469727)","(83.05302429199219, 248.79722595214844, 9.100000381469727)",1167631022704433
47,"(90.65585327148438, 249.46315002441406, 9.100000381469727)","(86.14784240722656, 249.324462890625, 9.100000381469727)",1167631022736478
48,"(91.64006805419922, 248.57386779785156, 9.100000381469727)","(85.1619873046875, 248.659912109375, 9.100000381469727)",1167631022768621
49,"(70.98054504394531, 217.9961395263672, 9.100000381469727)","(64.81354522705078, 214.0201873779297, 9.100000381469727)",1167631022801532
50,"(61.64274597167969, 197.07586669921875, 9.100000381469727)","(57.20502853393555, 196.3192901611328, 9.100000381469727)",1167631022832943
51,"(62.010498046875, 195.88351440429688, 9.100000381469727)","(57.02410125732422, 195.8467559814453, 9.100000381469727)",1167631022864449
52,"(61.858131408691406, 195.09225463867188, 9.100000381469727)","(56.327388763427734, 191.953369140625, 9.100000381469727)",1167631022896110
53,"(62.22587203979492, 194.31625366210938, 9.100000381469727)","(57.38418197631836, 189.9792938232422, 9.100000381469727)",1167631022927090
54,"(60.958518981933594, 193.85914611816406, 9.100000381469727)","(58.66935729980469, 194.79815673828125, 9.100000381469727)",1167631022958136
55,"(61.40122985839844, 194.09339904785156, 9.100000381469727)","(53.49264144897461, 190.06112670898438, 9.100000381469727)",1167631022989121
56,"(60.736602783203125, 192.99234008789062, 9.100000381469727)","(56.40758514404297, 189.52932739257812, 9.100000381469727)",1167631023020524
57,"(65.82083892822266, 196.40582275390625, 9.100000381469727)","(61.23609924316406, 194.1884002685547, 9.100000381469727)",1167631023051892
58,"(65.23926544189453, 190.21629333496094, 9.100000381469727)","(62.543148040771484, 191.1591339111328, 9.100000381469727)",1167631023083150
59,"(67.28175354003906, 191.9810028076172, 9.100000381469727)","(63.70417404174805, 190.57614135742188, 9.100000381469727)",1167631023115064
60,"(66.40895080566406, 192.5691680908203, 9.100000381469727)","(63.07775115966797, 190.43690490722656, 9.100000381469727)",1167631023146583
61,"(65.16617584228516, 190.27310180664062, 9.100000381469727)","(63.014259338378906, 192.86705017089844, 9.100000381469727)",1167631023179072
62,"(65.69618225097656, 190.9974822998047, 9.100000381469727)","(63.9715690612793, 189.70787048339844, 9.100000381469727)",1167631023211477
63,"(68.1752700805664, 214.47584533691406, 9.100000381469727)","(67.43514251708984, 209.4534149169922, 9.100000381469727)",1167631023243249
64,"(88.44609069824219, 243.395263671875, 9.100000381469727)","(82.60488891601562, 247.82095336914062, 9.100000381469727)",1167631023275169
65,"(87.99465942382812, 244.42990112304688, 9.100000381469727)","(82.42937469482422, 246.58230590820312, 9.100000381469727)",1167631023307093
66,"(87.62854766845703, 245.20367431640625, 9.100000381469727)","(79.27916717529297, 246.23306274414062, 9.100000381469727)",1167631023339692
67,"(89.04463958740234, 243.43235778808594, 9.100000381469727)","(80.88871765136719, 246.48675537109375, 9.100000381469727)",1167631023372787
68,"(89.52877807617188, 247.41920471191406, 9.100000381469727)","(82.76969146728516, 245.37879943847656, 9.100000381469727)",1167631023405839
69,"(88.33988952636719, 245.54006958007812, 9.100000381469727)","(79.9273452758789, 244.50572204589844, 9.100000381469727)",1167631023438906
70,"(93.48703002929688, 246.97335815429688, 9.100000381469727)","(85.87254333496094, 247.07412719726562, 9.100000381469727)",1167631023471875
71,"(93.0126724243164, 248.99725341796875, 9.100000381469727)","(83.62194061279297, 248.2776336669922, 9.100000381469727)",1167631023504825
72,"(57.826045989990234, 206.1782989501953, 9.100000381469727)","(48.31342315673828, 201.89987182617188, 9.100000381469727)",1167631023538094
73,"(50.555912017822266, 165.59317016601562, 9.100000381469727)","(42.770755767822266, 164.7711181640625, 9.100000381469727)",1167631023570992
74,"(50.371578216552734, 163.89871215820312, 9.100000381469727)","(43.08488845825195, 160.8432159423828, 9.100000381469727)",1167631023603792
75,"(50.864585876464844, 165.71376037597656, 9.100000381469727)","(43.269081115722656, 159.4537353515625, 9.100000381469727)",1167631023636338
76,"(48.96228790283203, 162.951904296875, 9.100000381469727)","(43.07025146484375, 159.9091339111328, 9.100000381469727)",1167631023668354
77,"(49.620521545410156, 163.50347900390625, 9.100000381469727)","(39.55295181274414, 158.16946411132812, 9.100000381469727)",1167631023700250
78,"(51.90115737915039, 165.3663330078125, 9.100000381469727)","(38.7383918762207, 156.75778198242188, 9.100000381469727)",1167631023732128
79,"(54.01349639892578, 171.7977752685547, 9.100000381469727)","(45.28008270263672, 168.04733276367188, 9.100000381469727)",1167631023763866
80,"(54.73304748535156, 171.8653106689453, 9.100000381469727)","(46.1456413269043, 168.9462890625, 9.100000381469727)",1167631023795671
81,"(54.46666717529297, 171.7693328857422, 9.100000381469727)","(45.717254638671875, 169.31863403320312, 9.100000381469727)",1167631023829117
82,"(53.08230209350586, 171.83047485351562, 9.100000381469727)","(47.5925407409668, 168.0548858642578, 9.100000381469727)",1167631023861642
83,"(54.434810638427734, 170.79263305664062, 9.100000381469727)","(46.733489990234375, 167.09664916992188, 9.100000381469727)",1167631023894458
84,"(52.879913330078125, 170.15782165527344, 9.100000381469727)","(46.42850875854492, 168.1059112548828, 9.100000381469727)",1167631023927289
85,"(52.22394943237305, 169.1873321533203, 9.100000381469727)","(46.44401931762695, 167.40516662597656, 9.100000381469727)",1167631023960125
86,"(53.2474479675293, 171.20855712890625, 9.100000381469727)","(49.66384506225586, 166.10203552246094, 9.100000381469727)",1167631023992820
87,"(52.234527587890625, 171.5641326904297, 9.100000381469727)","(47.98329162597656, 166.65516662597656, 9.100000381469727)",1167631024025843
88,"(53.808326721191406, 174.0657501220703, 9.100000381469727)","(49.163551330566406, 167.77926635742188, 9.100000381469727)",1167631024058878
89,"(53.57813262939453, 172.26388549804688, 9.100000381469727)","(45.54310989379883, 167.51876831054688, 9.100000381469727)",1167631024092303
90,"(54.354034423828125, 173.354736328125, 9.100000381469727)","(51.60441970825195, 167.93408203125, 9.100000381469727)",1167631024125834
91,"(52.467079162597656, 170.2156982421875, 9.100000381469727)","(49.58201217651367, 167.03187561035156, 9.100000381469727)",1167631024159208
92,"(54.229881286621094, 169.32273864746094, 9.100000381469727)","(55.13261413574219, 170.10791015625, 9.100000381469727)",1167631024192777
93,"(57.59192657470703, 172.72586059570312, 9.100000381469727)","(54.089447021484375, 166.9571533203125, 9.100000381469727)",1167631024226249
94,"(56.30689239501953, 172.64833068847656, 9.100000381469727)","(54.88630294799805, 167.8810272216797, 9.100000381469727)",1167631024259279
95,"(58.845088958740234, 172.35081481933594, 9.100000381469727)","(55.9743766784668, 168.39425659179688, 9.100000381469727)",1167631024292979
96,"(58.293514251708984, 173.17469787597656, 9.100000381469727)","(55.568275451660156, 165.9126739501953, 9.100000381469727)",1167631024326881
97,"(57.65703201293945, 171.91188049316406, 9.100000381469727)","(57.00580978393555, 165.9921112060547, 9.100000381469727)",1167631024360574
98,"(59.20850372314453, 172.94374084472656, 9.100000381469727)","(53.168540954589844, 166.83514404296875, 9.100000381469727)",1167631024394230
99,"(59.237998962402344, 170.7877197265625, 9.100000381469727)","(56.56663513183594, 166.8739013671875, 9.100000381469727)",1167631024428160
100,"(58.294673919677734, 171.1761474609375, 9.100000381469727)","(54.122314453125, 165.864013671875, 9.100000381469727)",1167631024462006
101,"(58.70543670654297, 171.82183837890625, 9.100000381469727)","(56.02803421020508, 166.84910583496094, 9.100000381469727)",1167631024495890
102,"(57.727272033691406, 172.90737915039062, 9.100000381469727)","(57.46763610839844, 168.9413299560547, 9.100000381469727)",1167631024530061
103,"(58.182334899902344, 172.407470703125, 9.100000381469727)","(53.8372802734375, 168.5855255126953, 9.100000381469727)",1167631024563973
104,"(58.56837844848633, 171.35035705566406, 9.100000381469727)","(57.37728500366211, 168.84323120117188, 9.100000381469727)",1167631024598130
105,"(58.16090774536133, 172.07984924316406, 9.100000381469727)","(59.2679328918457, 169.03509521484375, 9.100000381469727)",1167631024631893
106,"(60.25605773925781, 171.97999572753906, 9.100000381469727)","(57.494056701660156, 167.23214721679688, 9.100000381469727)",1167631024665463
107,"(50.33840560913086, 154.00576782226562, 9.100000381469727)","(55.13651657104492, 161.10520935058594, 9.100000381469727)",1167631024699417
108,"(nan, nan, nan)","(nan, nan, nan)",1167631024732435
109,"(nan, nan, nan)","(nan, nan, nan)",1167631024765153
110,"(nan, nan, nan)","(32.55792236328125, 101.24390411376953, 9.100000381469727)",1167631024791848
111,"(57.924076080322266, 110.61112976074219, 9.100000381469727)","(46.339447021484375, 137.71327209472656, 9.100000381469727)",1167631024855129
112,"(nan, nan, nan)","(nan, nan, nan)",1167631024901129
113,"(53.43053436279297, 144.20579528808594, 9.100000381469727)","(52.81214141845703, 151.7136688232422, 9.100000381469727)",1167631024932993
114,"(52.28832244873047, 147.05189514160156, 9.100000381469727)","(56.89824295043945, 158.6828155517578, 9.100000381469727)",1167631024958923
115,"(55.244747161865234, 155.03038024902344, 9.100000381469727)","(58.64204788208008, 162.7578887939453, 9.100000381469727)",1167631024991908
116,"(56.05567932128906, 155.68165588378906, 9.100000381469727)","(57.59423828125, 165.19854736328125, 9.100000381469727)",1167631025025331
117,"(56.4864616394043, 155.51956176757812, 9.100000381469727)","(60.683692932128906, 168.91476440429688, 9.100000381469727)",1167631025058773
118,"(59.93221664428711, 155.97817993164062, 9.100000381469727)","(59.52206802368164, 168.27687072753906, 9.100000381469727)",1167631025092178
119,"(58.6974983215332, 154.65170288085938, 9.100000381469727)","(59.10901641845703, 168.2872772216797, 9.100000381469727)",1167631025125828
120,"(60.63034439086914, 158.15333557128906, 9.100000381469727)","(60.399967193603516, 168.8665313720703, 9.100000381469727)",1167631025160004
121,"(59.240509033203125, 158.93795776367188, 9.100000381469727)","(60.93739700317383, 168.38978576660156, 9.100000381469727)",1167631025194326
122,"(58.15647888183594, 158.333740234375, 9.100000381469727)","(60.22517776489258, 168.53358459472656, 9.100000381469727)",1167631025228121
123,"(57.28832244873047, 157.24301147460938, 9.100000381469727)","(58.59859085083008, 167.57418823242188, 9.100000381469727)",1167631025261410
124,"(58.69016647338867, 160.98214721679688, 9.100000381469727)","(61.67323303222656, 168.24981689453125, 9.100000381469727)",1167631025294991
125,"(61.361427307128906, 160.0626983642578, 9.100000381469727)","(59.85639572143555, 168.29946899414062, 9.100000381469727)",1167631025328368
126,"(60.31456756591797, 159.41146850585938, 9.100000381469727)","(nan, nan, nan)",1167631025362158
127,"(62.188499450683594, 158.66204833984375, 9.100000381469727)","(61.03797149658203, 167.03646850585938, 9.100000381469727)",1167631025396231
128,"(59.78840637207031, 161.68988037109375, 9.100000381469727)","(60.342952728271484, 166.01539611816406, 9.100000381469727)",1167631025421682
129,"(63.189247131347656, 162.32618713378906, 9.100000381469727)","(62.021488189697266, 169.27850341796875, 9.100000381469727)",1167631025454450
