,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167649419026091,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167649419070046,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167649419108112,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167649419151935,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167649419195839,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167649419239935,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167649419279817,"(0.6178300976753235, 0.5615598559379578, 0.5977231860160828)","(-52.140628814697266, -16.37291145324707, 629.3169555664062)",1,"(138.34298706054688, 210.71218872070312, 9.100000381469727)","(0.7220304012298584, 0.443508118391037)",1,"(0.48608678579330444, 0.5632787942886353, 0.7078277468681335)","(3.5296294689178467, -17.25931167602539, 662.3483276367188)",1,"(142.94387817382812, 240.87086486816406, 9.100000381469727)","(0.7293495535850525, 0.3582163155078888)",1
7,1167649419318968,"(0.6133815050125122, 0.5614815354347229, 0.6826637983322144)","(-51.76572799682617, -16.98061752319336, 654.7991333007812)",1,"(134.8101806640625, 239.19268798828125, 9.100000381469727)","(0.7164103984832764, 0.3629623353481293)",1,"(0.4859603941440582, 0.5631566643714905, 0.7077770829200745)","(3.584728956222534, -17.2185115814209, 662.3331298828125)",1,"(142.34657287597656, 240.78627014160156, 9.100000381469727)","(0.7283993363380432, 0.3584555387496948)",1
8,1167649419379206,"(0.6131054759025574, 0.5612196922302246, 0.6826584935188293)","(-51.64632797241211, -16.8950138092041, 654.7975463867188)",1,"(155.781494140625, 235.3501434326172, 9.100000381469727)","(0.7497717142105103, 0.3738294541835785)",1,"(0.48569002747535706, 0.5630080699920654, 0.7075817584991455)","(3.7027289867401123, -17.16751480102539, 662.2745361328125)",1,"(141.53396606445312, 243.01304626464844, 9.100000381469727)","(0.7271066308021545, 0.35215798020362854)",1
9,1167649419424773,"(0.6127617359161377, 0.5611180663108826, 0.682425320148468)","(-51.49321746826172, -16.859121322631836, 654.7276000976562)",1,"(124.52822875976562, 255.06387329101562, 9.100000381469727)","(0.7000538110733032, 0.3180769979953766)",1,"(0.48535218834877014, 0.5630828142166138, 0.707085371017456)","(3.8503196239471436, -17.186824798583984, 662.1256103515625)",1,"(120.3316879272461, 299.83154296875, 9.100000381469727)","(0.6933779120445251, 0.19146950542926788)",1
10,1167649419464889,"(0.6126537919044495, 0.5610982775688171, 0.6826035380363464)","(-51.44951629638672, -16.853626251220703, 654.7810668945312)",1,"(115.0093765258789, 233.35232543945312, 9.100000381469727)","(0.6849111914634705, 0.3794794976711273)",1,"(0.48526129126548767, 0.5631304383277893, 0.7072641849517822)","(3.890310764312744, -17.203325271606445, 662.1792602539062)",1,"(121.26962280273438, 235.19837951660156, 9.100000381469727)","(0.6948699951171875, 0.3742586672306061)",1
11,1167649419517893,"(0.6124648451805115, 0.561040997505188, 0.6823213696479797)","(-51.36260986328125, -16.83233070373535, 654.6964111328125)",1,"(119.35149383544922, 240.44886779785156, 9.100000381469727)","(0.6918186545372009, 0.35940977931022644)",1,"(0.48508039116859436, 0.5631654858589172, 0.7079843878746033)","(3.970214605331421, -17.219627380371094, 662.3953247070312)",1,"(120.70331573486328, 236.38064575195312, 9.100000381469727)","(0.6939691305160522, 0.37091508507728577)",1
12,1167649419567477,"(0.6123664975166321, 0.5610160231590271, 0.6828810572624207)","(-51.32971954345703, -16.828123092651367, 654.8643188476562)",1,"(118.95602416992188, 240.77474975585938, 9.100000381469727)","(0.6911895275115967, 0.35848814249038696)",1,"(0.48497694730758667, 0.5631514191627502, 0.7074165940284729)","(4.015014171600342, -17.210220336914062, 662.2249755859375)",1,"(120.45171356201172, 248.61273193359375, 9.100000381469727)","(0.6935688853263855, 0.33632153272628784)",1
13,1167649419615232,"(0.6123416423797607, 0.5610065460205078, 0.6829125881195068)","(-51.31951904296875, -16.825223922729492, 654.873779296875)",1,"(116.84811401367188, 242.69541931152344, 9.100000381469727)","(0.687836229801178, 0.35305625200271606)",1,"(0.4849504232406616, 0.5631011724472046, 0.7074393630027771)","(4.026513576507568, -17.19392967224121, 662.2318115234375)",1,"(115.13322448730469, 237.1641387939453, 9.100000381469727)","(0.6851081848144531, 0.368699312210083)",1
14,1167649419662271,"(0.6123455762863159, 0.5609557032585144, 0.6827549338340759)","(-51.31861877441406, -16.807621002197266, 654.8264770507812)",1,"(122.30717468261719, 257.1078186035156, 9.100000381469727)","(0.6965205669403076, 0.3122965693473816)",1,"(0.48494216799736023, 0.5629985332489014, 0.7073459625244141)","(4.029914855957031, -17.159629821777344, 662.2037963867188)",1,"(115.2256851196289, 235.75491333007812, 9.100000381469727)","(0.6852552890777588, 0.3726847171783447)",1
15,1167649419709417,"(0.6123397946357727, 0.5609105229377747, 0.6826080083847046)","(-51.31361389160156, -16.791929244995117, 654.7824096679688)",1,"(122.73223114013672, 252.98245239257812, 9.100000381469727)","(0.6971967220306396, 0.3239635229110718)",1,"(0.484935462474823, 0.5629518032073975, 0.707175076007843)","(4.032614707946777, -17.143125534057617, 662.1525268554688)",1,"(117.60407257080078, 235.6297607421875, 9.100000381469727)","(0.6890388131141663, 0.3730386793613434)",1
16,1167649419756177,"(0.612334668636322, 0.5609069466590881, 0.6826074123382568)","(-51.3114128112793, -16.790721893310547, 654.7822265625)",1,"(118.40533447265625, 244.3424835205078, 9.100000381469727)","(0.690313458442688, 0.34839823842048645)",1,"(0.48491910099983215, 0.5629957318305969, 0.7072297930717468)","(4.039918899536133, -17.15772819519043, 662.1689453125)",1,"(115.30732727050781, 234.93917846679688, 9.100000381469727)","(0.6853851675987244, 0.3749917447566986)",1
17,1167649419803229,"(0.6123573184013367, 0.5609160661697388, 0.6825050711631775)","(-51.31941223144531, -16.79292869567871, 654.7515258789062)",1,"(116.92049407958984, 233.29920959472656, 9.100000381469727)","(0.687951385974884, 0.3796297311782837)",1,"(0.4849313199520111, 0.5630898475646973, 0.7071753144264221)","(4.034618854522705, -17.18812370300293, 662.152587890625)",1,"(113.34264373779297, 233.7130584716797, 9.100000381469727)","(0.682259738445282, 0.37845930457115173)",1
