,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167707669452709,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167707669491640,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167707669535496,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167707669579902,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167707669625295,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167707669675203,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167707669722804,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
7,1167707669769631,"(0.6966946125030518, 0.3371545374393463, 0.4459417760372162)","(-79.89642333984375, 53.663814544677734, 583.7825317382812)",1,"(-232.71746826171875, 178.86793518066406, 9.100000381469727)","(0.13174507021903992, 0.533566951751709)",1,"(0.5590036511421204, 0.3311510980129242, 0.4023730456829071)","(-25.196325302124023, 54.3927116394043, 570.7119140625)",1,"(-208.8688507080078, 175.164794921875, 9.100000381469727)","(0.16968359053134918, 0.544039785861969)",1
8,1167707669805117,"(0.6962494850158691, 0.3372083604335785, 0.4452644884586334)","(-79.6855239868164, 53.6290168762207, 583.579345703125)",1,"(-237.99520874023438, 186.48240661621094, 9.100000381469727)","(0.12334921211004257, 0.5120324492454529)",1,"(0.5583463311195374, 0.3314994275569916, 0.4013802111148834)","(-24.928524017333984, 54.26111602783203, 570.4140625)",1,"(-205.10910034179688, 171.4662322998047, 9.100000381469727)","(0.17566463351249695, 0.5544996857643127)",1
9,1167707670073516,"(0.6941922903060913, 0.33948037028312683, 0.44134461879730225)","(-78.66602325439453, 52.831912994384766, 582.4033813476562)",1,"(-219.5403594970703, 127.43135833740234, 9.100000381469727)","(0.1527072936296463, 0.6790348291397095)",1,"(0.5558202266693115, 0.33529791235923767, 0.39920878410339355)","(-23.923622131347656, 53.073516845703125, 569.7626342773438)",1,"(-193.08030700683594, 126.37012481689453, 9.100000381469727)","(0.19480012357234955, 0.6820361018180847)",1
