,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630750475058
1,"(-137.54161071777344, 247.31289672851562, 9.100000381469727)","(-155.69692993164062, 252.1690216064453, 9.100000381469727)",1167630750858591
2,"(-216.14700317382812, 264.4094543457031, 9.100000381469727)","(-242.71107482910156, 283.801513671875, 9.100000381469727)",1167630750884889
3,"(nan, nan, nan)","(nan, nan, nan)",1167630750924253
4,"(-233.25758361816406, 263.43365478515625, 9.100000381469727)","(-259.13482666015625, 280.4708557128906, 9.100000381469727)",1167630750965235
5,"(-233.26376342773438, 261.0960998535156, 9.100000381469727)","(-261.8813781738281, 282.40887451171875, 9.100000381469727)",1167630750990345
6,"(-231.92918395996094, 261.54437255859375, 9.100000381469727)","(-256.74932861328125, 282.55438232421875, 9.100000381469727)",1167630751025094
7,"(-233.6116943359375, 263.27093505859375, 9.100000381469727)","(-257.73291015625, 280.0140380859375, 9.100000381469727)",1167630751056935
8,"(-233.88330078125, 281.30926513671875, 9.100000381469727)","(-261.7711486816406, 298.686279296875, 9.100000381469727)",1167630751086229
9,"(-235.47186279296875, 279.2125549316406, 9.100000381469727)","(-264.8588562011719, 296.6776123046875, 9.100000381469727)",1167630751115765
10,"(-233.80267333984375, 282.94073486328125, 9.100000381469727)","(-262.4126281738281, 296.19183349609375, 9.100000381469727)",1167630751146950
11,"(-235.7591094970703, 280.52447509765625, 9.100000381469727)","(-262.49102783203125, 295.333984375, 9.100000381469727)",1167630751177702
12,"(-233.6931610107422, 282.980712890625, 9.100000381469727)","(-263.882080078125, 298.7420654296875, 9.100000381469727)",1167630751207751
13,"(-235.73944091796875, 281.0679931640625, 9.100000381469727)","(-263.2650451660156, 297.4992980957031, 9.100000381469727)",1167630751238591
14,"(-235.5471649169922, 279.82196044921875, 9.100000381469727)","(-262.49566650390625, 295.4635009765625, 9.100000381469727)",1167630751270000
15,"(-238.07583618164062, 283.6520080566406, 9.100000381469727)","(-261.9922180175781, 297.4199523925781, 9.100000381469727)",1167630751300906
16,"(-234.5004425048828, 281.7394104003906, 9.100000381469727)","(-262.64154052734375, 295.6152038574219, 9.100000381469727)",1167630751332131
17,"(-235.283935546875, 281.2090759277344, 9.100000381469727)","(-261.624267578125, 298.9794006347656, 9.100000381469727)",1167630751363109
18,"(-225.5212860107422, 276.92041015625, 9.100000381469727)","(-248.92791748046875, 295.6414794921875, 9.100000381469727)",1167630751393672
19,"(-226.49574279785156, 276.3501281738281, 9.100000381469727)","(-247.4200439453125, 294.6380615234375, 9.100000381469727)",1167630751424200
20,"(-224.1375274658203, 277.38970947265625, 9.100000381469727)","(-249.44464111328125, 293.37005615234375, 9.100000381469727)",1167630751454715
21,"(-224.5536651611328, 276.9878845214844, 9.100000381469727)","(-250.0538787841797, 294.8096618652344, 9.100000381469727)",1167630751486146
22,"(-224.9206085205078, 276.271240234375, 9.100000381469727)","(-248.3607635498047, 294.6234436035156, 9.100000381469727)",1167630751516697
23,"(-225.30841064453125, 276.54205322265625, 9.100000381469727)","(-249.61672973632812, 296.5361633300781, 9.100000381469727)",1167630751549470
24,"(-244.714111328125, 280.9295349121094, 9.100000381469727)","(-271.9063720703125, 300.7696228027344, 9.100000381469727)",1167630751580460
25,"(-245.15513610839844, 285.130126953125, 9.100000381469727)","(-270.0753479003906, 299.4286804199219, 9.100000381469727)",1167630751611296
26,"(-241.35325622558594, 281.72332763671875, 9.100000381469727)","(-270.70745849609375, 299.3136901855469, 9.100000381469727)",1167630751642805
27,"(-242.23086547851562, 280.5031433105469, 9.100000381469727)","(-268.059814453125, 298.2362365722656, 9.100000381469727)",1167630751674202
28,"(-255.5555419921875, 282.961669921875, 9.100000381469727)","(-283.2681579589844, 300.1280212402344, 9.100000381469727)",1167630751704964
29,"(-255.70718383789062, 280.464599609375, 9.100000381469727)","(-280.3220520019531, 300.1697082519531, 9.100000381469727)",1167630751735870
30,"(-254.01821899414062, 281.9757385253906, 9.100000381469727)","(-281.15087890625, 298.6031799316406, 9.100000381469727)",1167630751766795
31,"(-257.0596618652344, 282.74481201171875, 9.100000381469727)","(-280.8475646972656, 300.3575134277344, 9.100000381469727)",1167630751796373
32,"(-256.58331298828125, 282.40179443359375, 9.100000381469727)","(-278.8057861328125, 298.4651794433594, 9.100000381469727)",1167630751825874
33,"(-256.65020751953125, 281.8481140136719, 9.100000381469727)","(-283.1925964355469, 301.6353759765625, 9.100000381469727)",1167630751856702
34,"(-257.5996398925781, 285.30078125, 9.100000381469727)","(-280.11767578125, 300.5030212402344, 9.100000381469727)",1167630751888336
35,"(-256.63677978515625, 282.4908447265625, 9.100000381469727)","(-289.4008483886719, 301.5242614746094, 9.100000381469727)",1167630751919653
36,"(-259.34417724609375, 283.8747253417969, 9.100000381469727)","(-291.04571533203125, 298.095947265625, 9.100000381469727)",1167630751951121
37,"(-259.1423645019531, 284.5913391113281, 9.100000381469727)","(-290.0091247558594, 300.2928466796875, 9.100000381469727)",1167630751982792
38,"(-258.7793273925781, 286.1878356933594, 9.100000381469727)","(-288.4881591796875, 300.51812744140625, 9.100000381469727)",1167630752014096
39,"(-261.5625915527344, 284.1228942871094, 9.100000381469727)","(-290.3468322753906, 302.5697937011719, 9.100000381469727)",1167630752044769
40,"(-261.3947448730469, 282.9059143066406, 9.100000381469727)","(-288.3712158203125, 304.24945068359375, 9.100000381469727)",1167630752075285
41,"(-259.8667297363281, 282.2973327636719, 9.100000381469727)","(-288.6367492675781, 303.6817321777344, 9.100000381469727)",1167630752106064
42,"(-261.7412109375, 280.21221923828125, 9.100000381469727)","(-289.84765625, 302.9919738769531, 9.100000381469727)",1167630752136104
43,"(-261.4005126953125, 282.259521484375, 9.100000381469727)","(-288.1665344238281, 301.2137145996094, 9.100000381469727)",1167630752166659
44,"(-210.37037658691406, 300.01580810546875, 9.100000381469727)","(-212.91671752929688, 312.2505187988281, 9.100000381469727)",1167630752197464
45,"(nan, nan, nan)","(nan, nan, nan)",1167630752227474
46,"(nan, nan, nan)","(nan, nan, nan)",1167630752258087
47,"(nan, nan, nan)","(nan, nan, nan)",1167630752283316
48,"(nan, nan, nan)","(nan, nan, nan)",1167630752308605
49,"(nan, nan, nan)","(nan, nan, nan)",1167630752338155
50,"(nan, nan, nan)","(nan, nan, nan)",1167630752364071
51,"(nan, nan, nan)","(nan, nan, nan)",1167630752388134
52,"(nan, nan, nan)","(nan, nan, nan)",1167630752415821
53,"(nan, nan, nan)","(nan, nan, nan)",1167630752441409
54,"(222.9102020263672, 344.5693054199219, 9.100000381469727)","(202.89324951171875, 337.300048828125, 9.100000381469727)",1167630752483460
