,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630510486174
1,"(nan, nan, nan)","(nan, nan, nan)",1167630510528756
2,"(nan, nan, nan)","(nan, nan, nan)",1167630510567444
3,"(nan, nan, nan)","(nan, nan, nan)",1167630510605848
4,"(-29.436796188354492, 203.9517059326172, 9.100000381469727)","(-48.434104919433594, 207.53025817871094, 9.100000381469727)",1167630510660543
5,"(15.754059791564941, 224.56907653808594, 9.100000381469727)","(-3.436380386352539, 227.10997009277344, 9.100000381469727)",1167630510715591
6,"(-0.09147909283638, 221.11058044433594, 9.100000381469727)","(-4.09072208404541, 227.24957275390625, 9.100000381469727)",1167630510755775
7,"(0.7277584671974182, 221.82733154296875, 9.100000381469727)","(-5.870245933532715, 227.40771484375, 9.100000381469727)",1167630510792284
8,"(1.8988873958587646, 221.58401489257812, 9.100000381469727)","(-6.378844261169434, 225.3160400390625, 9.100000381469727)",1167630510838263
9,"(1.4597347974777222, 222.59571838378906, 9.100000381469727)","(-4.345730781555176, 225.3179473876953, 9.100000381469727)",1167630510882913
10,"(1.4054781198501587, 220.53953552246094, 9.100000381469727)","(-2.4234631061553955, 224.35531616210938, 9.100000381469727)",1167630510927692
11,"(1.6256871223449707, 221.6079864501953, 9.100000381469727)","(-2.9511685371398926, 225.7643280029297, 9.100000381469727)",1167630510973217
12,"(0.1834651529788971, 220.42486572265625, 9.100000381469727)","(-3.203334093093872, 226.99009704589844, 9.100000381469727)",1167630511018452
13,"(0.17914320528507233, 221.2554931640625, 9.100000381469727)","(-0.11902796477079391, 225.16726684570312, 9.100000381469727)",1167630511065507
14,"(0.9835286140441895, 218.9441375732422, 9.100000381469727)","(-3.4137051105499268, 223.64186096191406, 9.100000381469727)",1167630511111072
15,"(-0.6636941432952881, 219.96609497070312, 9.100000381469727)","(-3.4674553871154785, 226.80262756347656, 9.100000381469727)",1167630511156816
16,"(0.5758432745933533, 217.98031616210938, 9.100000381469727)","(-1.8318490982055664, 226.9273223876953, 9.100000381469727)",1167630511202948
17,"(0.8194981217384338, 220.3422393798828, 9.100000381469727)","(-4.596628665924072, 226.85031127929688, 9.100000381469727)",1167630511249460
18,"(-1.919809341430664, 223.2654571533203, 9.100000381469727)","(-2.445502519607544, 226.27359008789062, 9.100000381469727)",1167630511296365
19,"(-1.969377040863037, 222.60203552246094, 9.100000381469727)","(-3.1052184104919434, 227.6825408935547, 9.100000381469727)",1167630511342920
20,"(0.26769134402275085, 220.54913330078125, 9.100000381469727)","(-1.0273431539535522, 230.5347900390625, 9.100000381469727)",1167630511389723
21,"(1.9160715341567993, 262.3671875, 9.100000381469727)","(-3.9333598613739014, 271.5230712890625, 9.100000381469727)",1167630511436284
22,"(13.792403221130371, 264.0993347167969, 9.100000381469727)","(-2.812241315841675, 266.4273986816406, 9.100000381469727)",1167630511482607
23,"(13.900328636169434, 263.1947326660156, 9.100000381469727)","(-5.273318290710449, 268.76727294921875, 9.100000381469727)",1167630511532155
24,"(14.542990684509277, 263.2756042480469, 9.100000381469727)","(-5.316922664642334, 270.1217346191406, 9.100000381469727)",1167630511566169
25,"(14.221658706665039, 263.16082763671875, 9.100000381469727)","(-5.574182510375977, 271.0985412597656, 9.100000381469727)",1167630511598812
26,"(11.054567337036133, 264.143798828125, 9.100000381469727)","(-2.7274203300476074, 272.28070068359375, 9.100000381469727)",1167630511631388
27,"(10.21397590637207, 261.6968994140625, 9.100000381469727)","(-3.506606340408325, 272.5600891113281, 9.100000381469727)",1167630511663673
28,"(12.625185012817383, 264.0496826171875, 9.100000381469727)","(-4.090832710266113, 270.9153137207031, 9.100000381469727)",1167630511695831
29,"(13.263989448547363, 262.8498840332031, 9.100000381469727)","(-3.1474368572235107, 271.23760986328125, 9.100000381469727)",1167630511728294
30,"(12.243788719177246, 262.50408935546875, 9.100000381469727)","(-4.568314075469971, 269.34161376953125, 9.100000381469727)",1167630511761131
31,"(11.690068244934082, 264.5245056152344, 9.100000381469727)","(-5.7489190101623535, 271.48345947265625, 9.100000381469727)",1167630511793516
32,"(13.456597328186035, 265.226318359375, 9.100000381469727)","(-3.8309757709503174, 264.7900390625, 9.100000381469727)",1167630511826099
33,"(14.364469528198242, 225.97421264648438, 9.100000381469727)","(-0.23938387632369995, 230.33883666992188, 9.100000381469727)",1167630511858132
34,"(14.177159309387207, 230.09719848632812, 9.100000381469727)","(0.932011604309082, 233.1859893798828, 9.100000381469727)",1167630511890195
35,"(17.785442352294922, 229.8486785888672, 9.100000381469727)","(0.1743590235710144, 231.30581665039062, 9.100000381469727)",1167630511922830
36,"(16.920833587646484, 226.69773864746094, 9.100000381469727)","(-0.627285897731781, 232.0574493408203, 9.100000381469727)",1167630511956212
37,"(16.412628173828125, 225.60848999023438, 9.100000381469727)","(-0.6248937249183655, 230.3982391357422, 9.100000381469727)",1167630511989127
38,"(15.213072776794434, 227.1602325439453, 9.100000381469727)","(-0.7854316830635071, 230.1160125732422, 9.100000381469727)",1167630512022133
39,"(15.059951782226562, 227.13694763183594, 9.100000381469727)","(-0.9726434946060181, 233.8419189453125, 9.100000381469727)",1167630512055077
40,"(14.925917625427246, 227.390380859375, 9.100000381469727)","(-2.49906849861145, 233.06825256347656, 9.100000381469727)",1167630512088150
41,"(15.916549682617188, 227.83096313476562, 9.100000381469727)","(-2.819403648376465, 234.24388122558594, 9.100000381469727)",1167630512121097
42,"(15.623188972473145, 228.33201599121094, 9.100000381469727)","(-2.92612886428833, 231.97314453125, 9.100000381469727)",1167630512153991
43,"(16.213571548461914, 226.70040893554688, 9.100000381469727)","(-3.1758310794830322, 235.1818084716797, 9.100000381469727)",1167630512186135
44,"(12.787925720214844, 226.54510498046875, 9.100000381469727)","(-0.853679895401001, 230.2643280029297, 9.100000381469727)",1167630512218226
45,"(13.628024101257324, 228.02760314941406, 9.100000381469727)","(-3.258723735809326, 232.093017578125, 9.100000381469727)",1167630512251364
46,"(11.400461196899414, 223.55545043945312, 9.100000381469727)","(-3.9218225479125977, 219.0867156982422, 9.100000381469727)",1167630512284362
47,"(10.24837589263916, 221.3809051513672, 9.100000381469727)","(-5.200323581695557, 220.82542419433594, 9.100000381469727)",1167630512316735
48,"(11.40531063079834, 224.30584716796875, 9.100000381469727)","(-3.7863898277282715, 220.4556427001953, 9.100000381469727)",1167630512349599
49,"(13.237212181091309, 220.7514190673828, 9.100000381469727)","(-2.4190306663513184, 220.49208068847656, 9.100000381469727)",1167630512381744
50,"(10.444209098815918, 222.95834350585938, 9.100000381469727)","(-4.535107612609863, 220.38063049316406, 9.100000381469727)",1167630512413742
51,"(10.53614616394043, 222.16668701171875, 9.100000381469727)","(-6.947568416595459, 222.0808868408203, 9.100000381469727)",1167630512445786
52,"(11.698817253112793, 223.2195281982422, 9.100000381469727)","(-4.427872180938721, 219.3351287841797, 9.100000381469727)",1167630512477724
53,"(8.305542945861816, 222.4946746826172, 9.100000381469727)","(-2.732306480407715, 221.36102294921875, 9.100000381469727)",1167630512509963
54,"(-2.388185501098633, 220.56124877929688, 9.100000381469727)","(-17.42083168029785, 216.74961853027344, 9.100000381469727)",1167630512541868
55,"(-57.499359130859375, 207.37704467773438, 9.100000381469727)","(-72.45475006103516, 208.562744140625, 9.100000381469727)",1167630512573973
56,"(-82.34001922607422, 200.92991638183594, 9.100000381469727)","(-91.27082061767578, 203.09164428710938, 9.100000381469727)",1167630512605846
57,"(-82.07612609863281, 200.4163818359375, 9.100000381469727)","(-92.80105590820312, 202.50494384765625, 9.100000381469727)",1167630512638675
58,"(-82.76773071289062, 199.0940399169922, 9.100000381469727)","(-94.4537353515625, 200.13243103027344, 9.100000381469727)",1167630512670787
59,"(-82.50928497314453, 200.2614288330078, 9.100000381469727)","(-92.71053314208984, 202.92530822753906, 9.100000381469727)",1167630512702762
60,"(-82.05907440185547, 199.57579040527344, 9.100000381469727)","(-91.98959350585938, 200.62513732910156, 9.100000381469727)",1167630512735705
61,"(-82.77218627929688, 198.7034149169922, 9.100000381469727)","(-94.2138900756836, 202.50497436523438, 9.100000381469727)",1167630512768897
62,"(-83.92208862304688, 201.4407501220703, 9.100000381469727)","(-95.16497802734375, 202.30905151367188, 9.100000381469727)",1167630512801726
63,"(-82.28289031982422, 201.47476196289062, 9.100000381469727)","(-93.09907531738281, 199.29310607910156, 9.100000381469727)",1167630512836000
64,"(-111.1869125366211, 173.01934814453125, 9.100000381469727)","(-120.20504760742188, 172.47915649414062, 9.100000381469727)",1167630512868174
65,"(-114.12507629394531, 169.15342712402344, 9.100000381469727)","(-123.00818634033203, 171.64767456054688, 9.100000381469727)",1167630512900389
66,"(-115.95784759521484, 170.3901824951172, 9.100000381469727)","(-121.6231689453125, 169.64004516601562, 9.100000381469727)",1167630512932988
67,"(-119.46237182617188, 169.6103515625, 9.100000381469727)","(-124.15361022949219, 169.40206909179688, 9.100000381469727)",1167630512965084
68,"(-120.7265625, 157.06875610351562, 9.100000381469727)","(-136.47091674804688, 159.6892852783203, 9.100000381469727)",1167630512998109
69,"(-123.1614990234375, 160.72064208984375, 9.100000381469727)","(-136.07257080078125, 162.9188232421875, 9.100000381469727)",1167630513030429
70,"(-121.98863220214844, 160.5719451904297, 9.100000381469727)","(-135.45233154296875, 163.36782836914062, 9.100000381469727)",1167630513062720
71,"(-121.68962860107422, 161.77703857421875, 9.100000381469727)","(-138.8843994140625, 163.28062438964844, 9.100000381469727)",1167630513095639
72,"(-121.10792541503906, 160.1072998046875, 9.100000381469727)","(-135.44302368164062, 162.8500518798828, 9.100000381469727)",1167630513128275
73,"(-120.55335998535156, 158.8372802734375, 9.100000381469727)","(-137.4445037841797, 163.0028533935547, 9.100000381469727)",1167630513160660
74,"(-123.31547546386719, 162.00881958007812, 9.100000381469727)","(-138.06549072265625, 164.42568969726562, 9.100000381469727)",1167630513192538
75,"(-121.272705078125, 158.56703186035156, 9.100000381469727)","(-139.53280639648438, 164.36029052734375, 9.100000381469727)",1167630513223693
76,"(-120.43155670166016, 156.3920440673828, 9.100000381469727)","(-138.0507049560547, 162.50404357910156, 9.100000381469727)",1167630513254795
77,"(-129.88168334960938, 131.84825134277344, 9.100000381469727)","(-146.44276428222656, 137.4640350341797, 9.100000381469727)",1167630513285730
78,"(-129.44386291503906, 132.66473388671875, 9.100000381469727)","(-144.96295166015625, 137.09075927734375, 9.100000381469727)",1167630513316682
79,"(-130.57505798339844, 132.18280029296875, 9.100000381469727)","(-144.09994506835938, 137.0270538330078, 9.100000381469727)",1167630513347796
80,"(-132.99423217773438, 137.50909423828125, 9.100000381469727)","(-145.85595703125, 136.15713500976562, 9.100000381469727)",1167630513378662
81,"(-128.5349884033203, 131.5294189453125, 9.100000381469727)","(-145.89244079589844, 134.68202209472656, 9.100000381469727)",1167630513409696
82,"(-132.09339904785156, 134.99990844726562, 9.100000381469727)","(-144.2554931640625, 136.1736602783203, 9.100000381469727)",1167630513440902
83,"(-131.8209991455078, 134.61537170410156, 9.100000381469727)","(-144.11968994140625, 136.71450805664062, 9.100000381469727)",1167630513472606
84,"(-131.19558715820312, 131.61741638183594, 9.100000381469727)","(-144.56211853027344, 137.12686157226562, 9.100000381469727)",1167630513504245
85,"(-132.46734619140625, 134.1734619140625, 9.100000381469727)","(-144.3518524169922, 136.15834045410156, 9.100000381469727)",1167630513536220
86,"(-129.40774536132812, 133.0873565673828, 9.100000381469727)","(-146.07949829101562, 137.21102905273438, 9.100000381469727)",1167630513567172
87,"(nan, nan, nan)","(nan, nan, nan)",1167630513598281
88,"(nan, nan, nan)","(nan, nan, nan)",1167630513630298
89,"(nan, nan, nan)","(nan, nan, nan)",1167630513655445
90,"(nan, nan, nan)","(nan, nan, nan)",1167630513680550
91,"(nan, nan, nan)","(nan, nan, nan)",1167630513705653
92,"(-49.475425720214844, 40.90447998046875, 9.100000381469727)","(-120.72016906738281, 64.91368865966797, 9.100000381469727)",1167630513731187
93,"(-125.80128479003906, 113.8973617553711, 9.100000381469727)","(nan, nan, nan)",1167630513756774
94,"(nan, nan, nan)","(nan, nan, nan)",1167630513783768
95,"(-127.63280487060547, 112.51728057861328, 9.100000381469727)","(-142.55767822265625, 118.02769470214844, 9.100000381469727)",1167630513821445
96,"(-125.2419204711914, 117.9430160522461, 9.100000381469727)","(-140.00076293945312, 122.15779876708984, 9.100000381469727)",1167630513844546
97,"(-127.23716735839844, 117.23422241210938, 9.100000381469727)","(-142.39825439453125, 122.27104187011719, 9.100000381469727)",1167630513874465
98,"(-126.85175323486328, 119.05586242675781, 9.100000381469727)","(-140.61700439453125, 120.36327362060547, 9.100000381469727)",1167630513905555
99,"(-128.7445526123047, 119.84187316894531, 9.100000381469727)","(-144.45713806152344, 126.88324737548828, 9.100000381469727)",1167630513936844
100,"(-126.23973846435547, 121.86907958984375, 9.100000381469727)","(-142.06556701660156, 121.12396240234375, 9.100000381469727)",1167630513967803
101,"(-127.44505310058594, 117.15520477294922, 9.100000381469727)","(-145.42828369140625, 123.84476470947266, 9.100000381469727)",1167630513999701
102,"(-130.77294921875, 114.56005096435547, 9.100000381469727)","(-146.29135131835938, 120.32213592529297, 9.100000381469727)",1167630514031778
103,"(-131.61851501464844, 115.91001892089844, 9.100000381469727)","(-146.7142333984375, 118.02315521240234, 9.100000381469727)",1167630514063835
104,"(-133.3652801513672, 118.03923034667969, 9.100000381469727)","(-144.93592834472656, 118.28526306152344, 9.100000381469727)",1167630514096316
105,"(-132.72093200683594, 119.74993133544922, 9.100000381469727)","(-149.02142333984375, 122.22864532470703, 9.100000381469727)",1167630514128490
106,"(-130.77850341796875, 113.3023681640625, 9.100000381469727)","(-146.4088897705078, 120.55692291259766, 9.100000381469727)",1167630514160724
107,"(-132.94534301757812, 116.4510269165039, 9.100000381469727)","(-146.95899963378906, 124.25187683105469, 9.100000381469727)",1167630514193695
108,"(-108.17274475097656, 117.04989624023438, 9.100000381469727)","(-124.38108825683594, 120.74533081054688, 9.100000381469727)",1167630514226304
109,"(-109.00509643554688, 118.64312744140625, 9.100000381469727)","(-124.92414855957031, 121.68302154541016, 9.100000381469727)",1167630514258574
110,"(-107.18399047851562, 116.12638092041016, 9.100000381469727)","(-126.57594299316406, 121.6523208618164, 9.100000381469727)",1167630514289968
111,"(-109.47892761230469, 116.41537475585938, 9.100000381469727)","(-123.88810729980469, 119.67082214355469, 9.100000381469727)",1167630514321307
112,"(-109.86997985839844, 116.61953735351562, 9.100000381469727)","(-124.38968658447266, 119.7776107788086, 9.100000381469727)",1167630514353072
113,"(-111.76058197021484, 117.6880111694336, 9.100000381469727)","(-123.47962188720703, 121.59793853759766, 9.100000381469727)",1167630514384694
114,"(-99.73497009277344, 116.89844512939453, 9.100000381469727)","(-113.85868835449219, 115.07963562011719, 9.100000381469727)",1167630514415720
115,"(-98.93494415283203, 117.05997467041016, 9.100000381469727)","(-112.03388214111328, 116.90503692626953, 9.100000381469727)",1167630514446638
116,"(-98.61161041259766, 117.33348083496094, 9.100000381469727)","(-112.67457580566406, 118.95330047607422, 9.100000381469727)",1167630514477556
117,"(-99.02490234375, 118.53889465332031, 9.100000381469727)","(-111.9989013671875, 117.40829467773438, 9.100000381469727)",1167630514508252
118,"(-98.15352630615234, 116.90495300292969, 9.100000381469727)","(-111.70390319824219, 117.11482238769531, 9.100000381469727)",1167630514538929
119,"(-99.40631103515625, 118.69628143310547, 9.100000381469727)","(-112.30553436279297, 120.48119354248047, 9.100000381469727)",1167630514569519
120,"(-99.50434112548828, 116.62376403808594, 9.100000381469727)","(-113.73126983642578, 119.45100402832031, 9.100000381469727)",1167630514600113
121,"(-88.93580627441406, 115.55559539794922, 9.100000381469727)","(-102.7061767578125, 115.11756896972656, 9.100000381469727)",1167630514630648
122,"(-82.89191436767578, 113.40882110595703, 9.100000381469727)","(-96.62984466552734, 113.85031127929688, 9.100000381469727)",1167630514660949
123,"(-83.61236572265625, 117.72773742675781, 9.100000381469727)","(-96.75129699707031, 114.98703002929688, 9.100000381469727)",1167630514691634
124,"(-85.14933776855469, 117.4555435180664, 9.100000381469727)","(-97.24808502197266, 114.78799438476562, 9.100000381469727)",1167630514722697
125,"(-81.65965270996094, 114.2386703491211, 9.100000381469727)","(-96.3696060180664, 116.18181610107422, 9.100000381469727)",1167630514753963
126,"(-83.32500457763672, 116.50214385986328, 9.100000381469727)","(-95.95579528808594, 115.42230224609375, 9.100000381469727)",1167630514785103
127,"(-101.86302947998047, 117.57103729248047, 9.100000381469727)","(-112.15135955810547, 112.9183120727539, 9.100000381469727)",1167630514814995
128,"(-137.8557586669922, 111.3500747680664, 9.100000381469727)","(-154.9408721923828, 119.86724853515625, 9.100000381469727)",1167630514845612
129,"(-135.98936462402344, 111.16316223144531, 9.100000381469727)","(-151.2715301513672, 114.948974609375, 9.100000381469727)",1167630514876899
130,"(-135.21310424804688, 108.41475677490234, 9.100000381469727)","(-154.04754638671875, 116.28190612792969, 9.100000381469727)",1167630514908749
131,"(-135.1905975341797, 109.6382827758789, 9.100000381469727)","(-151.47781372070312, 115.80264282226562, 9.100000381469727)",1167630514938938
