,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167631230918546
1,"(nan, nan, nan)","(nan, nan, nan)",1167631231323871
2,"(nan, nan, nan)","(nan, nan, nan)",1167631231364754
3,"(nan, nan, nan)","(nan, nan, nan)",1167631231562315
4,"(nan, nan, nan)","(nan, nan, nan)",1167631231832090
5,"(nan, nan, nan)","(nan, nan, nan)",1167631231872967
6,"(nan, nan, nan)","(nan, nan, nan)",1167631232103409
7,"(nan, nan, nan)","(-273.3176574707031, 370.6567687988281, 9.100000381469727)",1167631232150209
8,"(-317.95269775390625, 437.08489990234375, 9.100000381469727)","(-275.4296569824219, 368.9591369628906, 9.100000381469727)",1167631232196935
9,"(-318.48956298828125, 430.06689453125, 9.100000381469727)","(-274.3957214355469, 370.4156799316406, 9.100000381469727)",1167631232249552
10,"(-320.1375427246094, 414.7221374511719, 9.100000381469727)","(-275.4864807128906, 367.3113098144531, 9.100000381469727)",1167631232293469
11,"(-313.9095458984375, 431.3692321777344, 9.100000381469727)","(nan, nan, nan)",1167631232336874
12,"(-315.220458984375, 431.4978332519531, 9.100000381469727)","(nan, nan, nan)",1167631232378448
13,"(-320.1667785644531, 440.0070495605469, 9.100000381469727)","(-271.0957336425781, 365.98358154296875, 9.100000381469727)",1167631232418467
14,"(-323.46331787109375, 437.3146057128906, 9.100000381469727)","(-271.35028076171875, 369.34454345703125, 9.100000381469727)",1167631232457804
15,"(-324.64141845703125, 438.72869873046875, 9.100000381469727)","(nan, nan, nan)",1167631232501180
16,"(-324.38531494140625, 441.84942626953125, 9.100000381469727)","(nan, nan, nan)",1167631232544214
17,"(-324.4836730957031, 441.529541015625, 9.100000381469727)","(nan, nan, nan)",1167631232582719
18,"(-327.2859802246094, 440.5426025390625, 9.100000381469727)","(nan, nan, nan)",1167631232623210
19,"(-325.3288269042969, 442.62457275390625, 9.100000381469727)","(nan, nan, nan)",1167631232666645
20,"(-332.3285217285156, 426.8054504394531, 9.100000381469727)","(nan, nan, nan)",1167631232710581
21,"(-327.1976013183594, 440.814208984375, 9.100000381469727)","(nan, nan, nan)",1167631232750578
22,"(-327.474609375, 443.2942199707031, 9.100000381469727)","(nan, nan, nan)",1167631232791094
23,"(-325.29827880859375, 444.86370849609375, 9.100000381469727)","(nan, nan, nan)",1167631232836664
24,"(-329.4178466796875, 438.76470947265625, 9.100000381469727)","(nan, nan, nan)",1167631232881254
25,"(-240.09576416015625, 321.02783203125, 9.100000381469727)","(nan, nan, nan)",1167631232921583
26,"(-242.64804077148438, 320.4908447265625, 9.100000381469727)","(nan, nan, nan)",1167631232962083
27,"(-240.5281982421875, 319.8079528808594, 9.100000381469727)","(nan, nan, nan)",1167631233005847
28,"(-242.01974487304688, 320.44586181640625, 9.100000381469727)","(nan, nan, nan)",1167631233049809
29,"(-240.83004760742188, 321.3542785644531, 9.100000381469727)","(nan, nan, nan)",1167631233089873
30,"(-241.3562469482422, 320.3517150878906, 9.100000381469727)","(nan, nan, nan)",1167631233131270
