,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630600343895
1,"(-240.3990936279297, 290.1727294921875, 9.100000381469727)","(-257.4161071777344, 301.6969299316406, 9.100000381469727)",1167630600732184
2,"(-237.67715454101562, 287.4249267578125, 9.100000381469727)","(-258.69085693359375, 301.18963623046875, 9.100000381469727)",1167630600761262
3,"(nan, nan, nan)","(nan, nan, nan)",1167630600811140
4,"(-233.64688110351562, 291.24029541015625, 9.100000381469727)","(-260.51397705078125, 302.87249755859375, 9.100000381469727)",1167630600849870
5,"(-241.55564880371094, 267.9267272949219, 9.100000381469727)","(-260.0003662109375, 303.0214538574219, 9.100000381469727)",1167630600875196
6,"(nan, nan, nan)","(nan, nan, nan)",1167630600906585
7,"(nan, nan, nan)","(nan, nan, nan)",1167630600938581
8,"(nan, nan, nan)","(-91.01193237304688, 22.290225982666016, 9.100000381469727)",1167630600966107
9,"(nan, nan, nan)","(nan, nan, nan)",1167630601011137
10,"(nan, nan, nan)","(nan, nan, nan)",1167630601053170
11,"(-192.36656188964844, 212.48626708984375, 9.100000381469727)","(-169.1519012451172, 160.7894744873047, 9.100000381469727)",1167630601085664
12,"(-190.95303344726562, 223.41871643066406, 9.100000381469727)","(-169.8434600830078, 161.59255981445312, 9.100000381469727)",1167630601130842
13,"(nan, nan, nan)","(-168.32937622070312, 161.95294189453125, 9.100000381469727)",1167630601171633
14,"(-192.42465209960938, 224.36581420898438, 9.100000381469727)","(-168.1033172607422, 159.38433837890625, 9.100000381469727)",1167630601206502
15,"(-192.6329803466797, 220.88526916503906, 9.100000381469727)","(-167.9851837158203, 159.08181762695312, 9.100000381469727)",1167630601240566
16,"(-192.10874938964844, 223.05618286132812, 9.100000381469727)","(-167.22659301757812, 159.75860595703125, 9.100000381469727)",1167630601275334
17,"(-194.6852264404297, 219.60044860839844, 9.100000381469727)","(-169.781005859375, 160.64303588867188, 9.100000381469727)",1167630601309728
18,"(-194.79879760742188, 224.96791076660156, 9.100000381469727)","(-170.37791442871094, 161.65139770507812, 9.100000381469727)",1167630601343488
19,"(nan, nan, nan)","(-169.42965698242188, 157.0425567626953, 9.100000381469727)",1167630601384181
20,"(nan, nan, nan)","(-169.7296905517578, 158.3341064453125, 9.100000381469727)",1167630601431367
21,"(nan, nan, nan)","(-168.81617736816406, 159.55238342285156, 9.100000381469727)",1167630601470109
22,"(nan, nan, nan)","(-169.55636596679688, 161.41983032226562, 9.100000381469727)",1167630601509490
23,"(nan, nan, nan)","(-170.5196075439453, 159.89187622070312, 9.100000381469727)",1167630601554530
24,"(nan, nan, nan)","(-170.82667541503906, 161.19070434570312, 9.100000381469727)",1167630601598144
25,"(nan, nan, nan)","(-166.43145751953125, 161.334228515625, 9.100000381469727)",1167630601636546
26,"(nan, nan, nan)","(-165.12229919433594, 158.5594482421875, 9.100000381469727)",1167630601676514
27,"(nan, nan, nan)","(-164.84422302246094, 158.03558349609375, 9.100000381469727)",1167630601719416
28,"(nan, nan, nan)","(-165.4113311767578, 161.4734649658203, 9.100000381469727)",1167630601761863
29,"(nan, nan, nan)","(-165.353759765625, 159.39913940429688, 9.100000381469727)",1167630601800147
30,"(nan, nan, nan)","(-165.60137939453125, 159.10479736328125, 9.100000381469727)",1167630601843840
31,"(nan, nan, nan)","(-164.3321533203125, 158.8256072998047, 9.100000381469727)",1167630601887757
32,"(nan, nan, nan)","(-166.9125518798828, 155.33226013183594, 9.100000381469727)",1167630601930904
33,"(nan, nan, nan)","(-164.8386993408203, 151.95237731933594, 9.100000381469727)",1167630601972860
34,"(nan, nan, nan)","(-163.98974609375, 152.87246704101562, 9.100000381469727)",1167630602013290
35,"(nan, nan, nan)","(-162.43310546875, 150.31739807128906, 9.100000381469727)",1167630602058589
36,"(nan, nan, nan)","(-164.08065795898438, 149.5883026123047, 9.100000381469727)",1167630602100265
