,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167631200867621
1,"(114.05465698242188, 257.2264099121094, 9.100000381469727)","(108.40814971923828, 254.05807495117188, 9.100000381469727)",1167631201261853
2,"(109.6240463256836, 252.06069946289062, 9.100000381469727)","(109.83185577392578, 254.1178436279297, 9.100000381469727)",1167631201291657
3,"(nan, nan, nan)","(nan, nan, nan)",1167631201326613
4,"(109.02824401855469, 253.1051483154297, 9.100000381469727)","(109.72804260253906, 252.0559844970703, 9.100000381469727)",1167631201366223
5,"(107.87866973876953, 250.36865234375, 9.100000381469727)","(109.67294311523438, 252.52914428710938, 9.100000381469727)",1167631201392854
6,"(108.53062438964844, 251.2221221923828, 9.100000381469727)","(109.25848388671875, 252.41688537597656, 9.100000381469727)",1167631201428118
7,"(103.09248352050781, 247.63565063476562, 9.100000381469727)","(102.90316009521484, 245.75259399414062, 9.100000381469727)",1167631201460325
8,"(106.16665649414062, 248.28262329101562, 9.100000381469727)","(103.51642608642578, 247.2703857421875, 9.100000381469727)",1167631201494206
9,"(103.67300415039062, 246.53424072265625, 9.100000381469727)","(104.67252349853516, 245.47976684570312, 9.100000381469727)",1167631201527477
10,"(102.71002960205078, 247.8322296142578, 9.100000381469727)","(nan, nan, nan)",1167631201560921
11,"(102.14546203613281, 245.4420166015625, 9.100000381469727)","(104.38909149169922, 248.9688720703125, 9.100000381469727)",1167631201594493
12,"(104.2288589477539, 246.92428588867188, 9.100000381469727)","(102.89332580566406, 249.60772705078125, 9.100000381469727)",1167631201619545
13,"(102.74485778808594, 246.74765014648438, 9.100000381469727)","(102.75614929199219, 249.87852478027344, 9.100000381469727)",1167631201653129
14,"(103.46924591064453, 245.177734375, 9.100000381469727)","(103.68868255615234, 247.40695190429688, 9.100000381469727)",1167631201686297
15,"(103.60383605957031, 248.17202758789062, 9.100000381469727)","(102.33109283447266, 250.51173400878906, 9.100000381469727)",1167631201737618
16,"(105.77244567871094, 247.37835693359375, 9.100000381469727)","(103.12106323242188, 245.2359161376953, 9.100000381469727)",1167631201812499
17,"(101.90791320800781, 247.6265869140625, 9.100000381469727)","(100.6896743774414, 248.3943328857422, 9.100000381469727)",1167631201921901
18,"(106.97283935546875, 242.14219665527344, 9.100000381469727)","(107.99163055419922, 244.3232421875, 9.100000381469727)",1167631202041934
19,"(105.51172637939453, 241.39930725097656, 9.100000381469727)","(107.1846923828125, 245.7908477783203, 9.100000381469727)",1167631202122617
20,"(107.0419692993164, 243.24705505371094, 9.100000381469727)","(106.9654312133789, 244.7443084716797, 9.100000381469727)",1167631202161119
21,"(108.11680603027344, 243.35421752929688, 9.100000381469727)","(102.71865844726562, 246.1233673095703, 9.100000381469727)",1167631202195542
22,"(107.50691223144531, 243.9141845703125, 9.100000381469727)","(104.25662231445312, 243.28050231933594, 9.100000381469727)",1167631202228800
23,"(107.17350769042969, 242.40313720703125, 9.100000381469727)","(103.03931427001953, 244.1306610107422, 9.100000381469727)",1167631202261353
24,"(108.78846740722656, 242.16065979003906, 9.100000381469727)","(102.7760009765625, 241.14483642578125, 9.100000381469727)",1167631202294089
25,"(108.65636444091797, 241.57395935058594, 9.100000381469727)","(103.22277069091797, 238.90060424804688, 9.100000381469727)",1167631202326342
26,"(104.13549041748047, 241.72412109375, 9.100000381469727)","(100.23165130615234, 238.92579650878906, 9.100000381469727)",1167631202358797
27,"(102.82917022705078, 238.07382202148438, 9.100000381469727)","(97.84693145751953, 235.3190155029297, 9.100000381469727)",1167631202391264
28,"(101.95433044433594, 237.8173065185547, 9.100000381469727)","(99.52149963378906, 240.11764526367188, 9.100000381469727)",1167631202423888
29,"(104.0257797241211, 239.10804748535156, 9.100000381469727)","(97.1478042602539, 240.26873779296875, 9.100000381469727)",1167631202455676
30,"(103.3088150024414, 238.79518127441406, 9.100000381469727)","(100.58702850341797, 241.68484497070312, 9.100000381469727)",1167631202487995
31,"(103.54771423339844, 238.39071655273438, 9.100000381469727)","(98.45891571044922, 241.6173553466797, 9.100000381469727)",1167631202519871
32,"(102.84452056884766, 238.13230895996094, 9.100000381469727)","(99.66645812988281, 241.56846618652344, 9.100000381469727)",1167631202552103
