,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167631170938492
1,"(nan, nan, nan)","(nan, nan, nan)",1167631171318244
2,"(nan, nan, nan)","(nan, nan, nan)",1167631171359554
3,"(nan, nan, nan)","(nan, nan, nan)",1167631171398796
4,"(nan, nan, nan)","(24.51105499267578, 339.24163818359375, 9.100000381469727)",1167631171469109
5,"(39.987388610839844, 330.06927490234375, 9.100000381469727)","(18.736665725708008, 338.46368408203125, 9.100000381469727)",1167631171491289
6,"(36.98164367675781, 332.1933898925781, 9.100000381469727)","(20.753131866455078, 335.7921447753906, 9.100000381469727)",1167631171520547
7,"(nan, nan, nan)","(nan, nan, nan)",1167631171556212
8,"(nan, nan, nan)","(nan, nan, nan)",1167631171590414
9,"(nan, nan, nan)","(nan, nan, nan)",1167631171629887
10,"(34.531471252441406, 314.6040344238281, 9.100000381469727)","(16.00327491760254, 304.6732177734375, 9.100000381469727)",1167631171678235
11,"(38.28596496582031, 327.3341369628906, 9.100000381469727)","(17.88247299194336, 324.7960205078125, 9.100000381469727)",1167631171722738
12,"(nan, nan, nan)","(nan, nan, nan)",1167631171758114
13,"(38.74197769165039, 325.03515625, 9.100000381469727)","(21.62452507019043, 329.7947692871094, 9.100000381469727)",1167631171797159
14,"(40.59391403198242, 328.0716247558594, 9.100000381469727)","(18.48263931274414, 327.9374084472656, 9.100000381469727)",1167631171823114
15,"(39.54023742675781, 331.030517578125, 9.100000381469727)","(14.43571662902832, 332.5735778808594, 9.100000381469727)",1167631171858814
16,"(39.25818634033203, 328.98785400390625, 9.100000381469727)","(23.54511070251465, 329.2188415527344, 9.100000381469727)",1167631171893196
17,"(39.93033218383789, 327.0335998535156, 9.100000381469727)","(18.56861114501953, 330.28631591796875, 9.100000381469727)",1167631171927399
18,"(45.93022918701172, 329.2440490722656, 9.100000381469727)","(19.130937576293945, 330.50994873046875, 9.100000381469727)",1167631171963200
