,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630990725810
1,"(13.046768188476562, 166.12060546875, 9.100000381469727)","(3.0270583629608154, 167.8212127685547, 9.100000381469727)",1167630991112381
2,"(13.103033065795898, 165.84249877929688, 9.100000381469727)","(1.86967933177948, 167.1605987548828, 9.100000381469727)",1167630991142225
3,"(nan, nan, nan)","(nan, nan, nan)",1167630991184735
4,"(15.18114948272705, 165.84156799316406, 9.100000381469727)","(1.8682502508163452, 166.834228515625, 9.100000381469727)",1167630991229325
5,"(11.957917213439941, 165.4260711669922, 9.100000381469727)","(6.582652568817139, 169.08126831054688, 9.100000381469727)",1167630991254306
6,"(15.238597869873047, 167.51268005371094, 9.100000381469727)","(2.5020077228546143, 168.83876037597656, 9.100000381469727)",1167630991287640
7,"(14.274734497070312, 167.27857971191406, 9.100000381469727)","(7.350045680999756, 174.61915588378906, 9.100000381469727)",1167630991320565
8,"(15.87275505065918, 166.80650329589844, 9.100000381469727)","(2.5082855224609375, 169.30514526367188, 9.100000381469727)",1167630991353917
9,"(13.190058708190918, 166.43675231933594, 9.100000381469727)","(3.0941317081451416, 171.3278045654297, 9.100000381469727)",1167630991387158
10,"(13.49836540222168, 167.3848114013672, 9.100000381469727)","(2.853935718536377, 169.54685974121094, 9.100000381469727)",1167630991420207
11,"(14.543618202209473, 167.9033966064453, 9.100000381469727)","(4.845151424407959, 180.37396240234375, 9.100000381469727)",1167630991453497
12,"(16.076358795166016, 166.59251403808594, 9.100000381469727)","(2.544926643371582, 167.56690979003906, 9.100000381469727)",1167630991486893
13,"(14.987563133239746, 164.3210906982422, 9.100000381469727)","(1.6995666027069092, 167.6217041015625, 9.100000381469727)",1167630991520665
14,"(13.593894004821777, 165.78829956054688, 9.100000381469727)","(5.98553991317749, 171.0223388671875, 9.100000381469727)",1167630991554173
15,"(15.143475532531738, 166.38731384277344, 9.100000381469727)","(2.5260396003723145, 170.41246032714844, 9.100000381469727)",1167630991587829
16,"(12.266752243041992, 164.55044555664062, 9.100000381469727)","(4.275707721710205, 168.9605255126953, 9.100000381469727)",1167630991620985
17,"(31.13269805908203, 200.6072235107422, 9.100000381469727)","(26.989208221435547, 207.21310424804688, 9.100000381469727)",1167630991654308
18,"(55.49237823486328, 222.989990234375, 9.100000381469727)","(47.78730392456055, 230.2725067138672, 9.100000381469727)",1167630991687814
19,"(56.40182876586914, 224.50888061523438, 9.100000381469727)","(49.56871032714844, 234.82411193847656, 9.100000381469727)",1167630991720997
20,"(55.9620361328125, 227.61251831054688, 9.100000381469727)","(46.87118148803711, 231.3678436279297, 9.100000381469727)",1167630991754311
21,"(55.973365783691406, 229.56451416015625, 9.100000381469727)","(47.293704986572266, 234.98907470703125, 9.100000381469727)",1167630991787802
22,"(57.174808502197266, 229.84335327148438, 9.100000381469727)","(47.62801742553711, 232.55978393554688, 9.100000381469727)",1167630991822397
23,"(58.3011360168457, 230.63084411621094, 9.100000381469727)","(48.483863830566406, 234.71803283691406, 9.100000381469727)",1167630991855979
24,"(74.10446166992188, 226.66151428222656, 9.100000381469727)","(70.5079116821289, 230.07510375976562, 9.100000381469727)",1167630991888937
25,"(75.0362777709961, 225.31727600097656, 9.100000381469727)","(69.32238006591797, 228.2694854736328, 9.100000381469727)",1167630991923346
26,"(75.08387756347656, 225.43116760253906, 9.100000381469727)","(70.0511703491211, 230.9262237548828, 9.100000381469727)",1167630991957258
27,"(74.79741668701172, 223.64022827148438, 9.100000381469727)","(71.28427124023438, 232.34144592285156, 9.100000381469727)",1167630991992157
28,"(75.72115325927734, 224.39048767089844, 9.100000381469727)","(72.61945343017578, 231.38204956054688, 9.100000381469727)",1167630992025206
29,"(77.78038024902344, 228.29351806640625, 9.100000381469727)","(69.73150634765625, 228.07235717773438, 9.100000381469727)",1167630992058407
30,"(74.31815338134766, 223.86831665039062, 9.100000381469727)","(71.78982543945312, 229.45199584960938, 9.100000381469727)",1167630992091705
31,"(135.6187286376953, 224.1343536376953, 9.100000381469727)","(130.8617706298828, 230.35125732421875, 9.100000381469727)",1167630992124915
32,"(128.99050903320312, 222.95791625976562, 9.100000381469727)","(132.37200927734375, 231.984130859375, 9.100000381469727)",1167630992158532
33,"(151.037353515625, 221.8820343017578, 9.100000381469727)","(137.42807006835938, 226.45977783203125, 9.100000381469727)",1167630992192966
34,"(146.44314575195312, 227.12440490722656, 9.100000381469727)","(138.71673583984375, 228.36936950683594, 9.100000381469727)",1167630992227250
35,"(147.83779907226562, 225.2603302001953, 9.100000381469727)","(140.71116638183594, 227.50274658203125, 9.100000381469727)",1167630992263136
36,"(130.31698608398438, 213.11195373535156, 9.100000381469727)","(116.05218505859375, 230.5749053955078, 9.100000381469727)",1167630992296073
37,"(75.74468231201172, 228.95640563964844, 9.100000381469727)","(62.773616790771484, 233.8042755126953, 9.100000381469727)",1167630992329402
38,"(73.88916778564453, 231.3044891357422, 9.100000381469727)","(56.40955352783203, 234.9617462158203, 9.100000381469727)",1167630992362678
39,"(75.31301879882812, 228.02406311035156, 9.100000381469727)","(59.271915435791016, 236.09519958496094, 9.100000381469727)",1167630992396678
40,"(75.1740951538086, 229.60531616210938, 9.100000381469727)","(55.8098030090332, 238.95632934570312, 9.100000381469727)",1167630992430580
41,"(72.01484680175781, 228.62623596191406, 9.100000381469727)","(57.853641510009766, 234.88169860839844, 9.100000381469727)",1167630992464702
42,"(73.06565856933594, 228.26828002929688, 9.100000381469727)","(57.47146987915039, 236.0424346923828, 9.100000381469727)",1167630992498738
43,"(73.09426879882812, 228.26943969726562, 9.100000381469727)","(57.344356536865234, 234.5275115966797, 9.100000381469727)",1167630992532770
44,"(73.78675079345703, 230.56004333496094, 9.100000381469727)","(57.33267593383789, 238.09034729003906, 9.100000381469727)",1167630992567122
45,"(69.87046813964844, 227.89852905273438, 9.100000381469727)","(55.96719741821289, 235.34521484375, 9.100000381469727)",1167630992601503
46,"(60.756507873535156, 230.4705810546875, 9.100000381469727)","(42.56782150268555, 238.20240783691406, 9.100000381469727)",1167630992635605
47,"(59.70114517211914, 230.93801879882812, 9.100000381469727)","(43.56782150268555, 237.44424438476562, 9.100000381469727)",1167630992669717
48,"(58.70016860961914, 231.9496612548828, 9.100000381469727)","(38.401283264160156, 238.07151794433594, 9.100000381469727)",1167630992703531
49,"(55.42496871948242, 230.5027618408203, 9.100000381469727)","(40.27018737792969, 237.7712860107422, 9.100000381469727)",1167630992737807
50,"(56.40741729736328, 233.35064697265625, 9.100000381469727)","(39.97785949707031, 236.62515258789062, 9.100000381469727)",1167630992772118
51,"(57.6855354309082, 226.76539611816406, 9.100000381469727)","(43.942657470703125, 240.65069580078125, 9.100000381469727)",1167630992806389
