,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167631321000935
1,"(-179.53018188476562, 165.71922302246094, 9.100000381469727)","(-191.79339599609375, 172.48873901367188, 9.100000381469727)",1167631321426452
2,"(-180.00672912597656, 165.23336791992188, 9.100000381469727)","(-191.623291015625, 170.65420532226562, 9.100000381469727)",1167631321454520
3,"(nan, nan, nan)","(nan, nan, nan)",1167631321490166
4,"(-182.52088928222656, 165.8228759765625, 9.100000381469727)","(-195.41299438476562, 173.13002014160156, 9.100000381469727)",1167631321524215
5,"(-181.8491668701172, 168.9965057373047, 9.100000381469727)","(-196.6318817138672, 176.6878662109375, 9.100000381469727)",1167631321549231
6,"(-179.6102752685547, 160.8544921875, 9.100000381469727)","(-193.04928588867188, 167.75469970703125, 9.100000381469727)",1167631321579612
7,"(-182.14907836914062, 162.4551239013672, 9.100000381469727)","(-192.827880859375, 171.9886016845703, 9.100000381469727)",1167631321609676
8,"(-182.9442138671875, 163.64622497558594, 9.100000381469727)","(-193.900146484375, 170.2672576904297, 9.100000381469727)",1167631321640920
9,"(-178.59725952148438, 160.9270782470703, 9.100000381469727)","(-194.27940368652344, 170.103271484375, 9.100000381469727)",1167631321671118
10,"(-180.3162384033203, 160.41397094726562, 9.100000381469727)","(-193.95614624023438, 171.34963989257812, 9.100000381469727)",1167631321702145
11,"(-182.19976806640625, 163.97573852539062, 9.100000381469727)","(-196.0329132080078, 170.8795623779297, 9.100000381469727)",1167631321732709
12,"(-182.7691192626953, 162.66970825195312, 9.100000381469727)","(-196.16070556640625, 171.61492919921875, 9.100000381469727)",1167631321763829
13,"(-180.98211669921875, 162.17645263671875, 9.100000381469727)","(-195.16238403320312, 173.23631286621094, 9.100000381469727)",1167631321794192
14,"(-206.3581085205078, 130.18136596679688, 9.100000381469727)","(-219.4062957763672, 142.0281219482422, 9.100000381469727)",1167631321824145
15,"(-202.16238403320312, 126.88038635253906, 9.100000381469727)","(-215.31500244140625, 143.1256561279297, 9.100000381469727)",1167631321855283
16,"(-200.17678833007812, 128.818359375, 9.100000381469727)","(-214.27447509765625, 139.86651611328125, 9.100000381469727)",1167631321886159
17,"(-201.2213897705078, 129.41871643066406, 9.100000381469727)","(-213.06875610351562, 137.3982391357422, 9.100000381469727)",1167631321917092
18,"(-200.953125, 128.7349090576172, 9.100000381469727)","(-213.4432830810547, 138.5517578125, 9.100000381469727)",1167631321948973
19,"(-207.93814086914062, 123.3016586303711, 9.100000381469727)","(-221.9133758544922, 135.20086669921875, 9.100000381469727)",1167631321980556
20,"(-205.34609985351562, 126.52727508544922, 9.100000381469727)","(-220.8911895751953, 134.89739990234375, 9.100000381469727)",1167631322011722
21,"(-208.03102111816406, 126.72222900390625, 9.100000381469727)","(-215.65374755859375, 136.14572143554688, 9.100000381469727)",1167631322042716
22,"(-207.12222290039062, 125.05538940429688, 9.100000381469727)","(-223.73162841796875, 138.71548461914062, 9.100000381469727)",1167631322074675
23,"(-205.7939453125, 125.42850494384766, 9.100000381469727)","(-221.14305114746094, 136.0598602294922, 9.100000381469727)",1167631322105862
24,"(-180.7275848388672, 127.11679077148438, 9.100000381469727)","(-189.91482543945312, 133.76898193359375, 9.100000381469727)",1167631322136698
25,"(-180.80796813964844, 126.62649536132812, 9.100000381469727)","(-192.3638458251953, 136.29852294921875, 9.100000381469727)",1167631322167988
26,"(-181.49179077148438, 126.00958251953125, 9.100000381469727)","(-192.46510314941406, 137.2308807373047, 9.100000381469727)",1167631322198096
27,"(-179.9530487060547, 127.4813461303711, 9.100000381469727)","(-191.4289093017578, 132.17861938476562, 9.100000381469727)",1167631322228706
28,"(-178.9069366455078, 127.87525939941406, 9.100000381469727)","(-187.99026489257812, 132.10768127441406, 9.100000381469727)",1167631322258706
29,"(-179.41354370117188, 127.92704772949219, 9.100000381469727)","(-190.1351318359375, 133.95181274414062, 9.100000381469727)",1167631322288934
30,"(-180.76699829101562, 127.28021240234375, 9.100000381469727)","(-191.4736785888672, 133.09512329101562, 9.100000381469727)",1167631322320937
31,"(-180.27525329589844, 129.1686248779297, 9.100000381469727)","(-192.93643188476562, 135.9159393310547, 9.100000381469727)",1167631322351120
32,"(-183.03341674804688, 131.9262237548828, 9.100000381469727)","(-191.12551879882812, 138.3343048095703, 9.100000381469727)",1167631322381903
33,"(-179.0247344970703, 133.7823486328125, 9.100000381469727)","(-190.7200927734375, 136.43368530273438, 9.100000381469727)",1167631322411917
34,"(-180.53106689453125, 132.53343200683594, 9.100000381469727)","(-192.86663818359375, 138.9356689453125, 9.100000381469727)",1167631322441961
35,"(-179.02569580078125, 135.09521484375, 9.100000381469727)","(-192.5548095703125, 142.25328063964844, 9.100000381469727)",1167631322471945
36,"(-180.58944702148438, 136.77334594726562, 9.100000381469727)","(-191.38409423828125, 147.61659240722656, 9.100000381469727)",1167631322502404
37,"(-182.83604431152344, 142.818115234375, 9.100000381469727)","(-194.80706787109375, 153.81454467773438, 9.100000381469727)",1167631322532350
38,"(-179.35231018066406, 140.48190307617188, 9.100000381469727)","(-195.65818786621094, 152.82470703125, 9.100000381469727)",1167631322564701
39,"(-178.63671875, 146.30430603027344, 9.100000381469727)","(-194.7025146484375, 159.51513671875, 9.100000381469727)",1167631322595113
40,"(-181.90243530273438, 152.78941345214844, 9.100000381469727)","(-198.01791381835938, 163.943359375, 9.100000381469727)",1167631322625463
41,"(-179.1488037109375, 154.34706115722656, 9.100000381469727)","(-196.47694396972656, 165.9890899658203, 9.100000381469727)",1167631322654999
42,"(-182.2394256591797, 156.7257843017578, 9.100000381469727)","(-195.57183837890625, 163.47430419921875, 9.100000381469727)",1167631322684704
43,"(-180.45448303222656, 156.9369354248047, 9.100000381469727)","(-199.94705200195312, 168.556640625, 9.100000381469727)",1167631322714319
44,"(-197.7591094970703, 192.6589813232422, 9.100000381469727)","(-211.23236083984375, 203.5007781982422, 9.100000381469727)",1167631322744505
45,"(-196.8131103515625, 202.58450317382812, 9.100000381469727)","(-209.740966796875, 212.6138458251953, 9.100000381469727)",1167631322774107
46,"(-198.4502716064453, 205.3385772705078, 9.100000381469727)","(-211.49154663085938, 209.62353515625, 9.100000381469727)",1167631322803961
47,"(-196.45213317871094, 206.26116943359375, 9.100000381469727)","(-211.6949005126953, 213.009765625, 9.100000381469727)",1167631322834058
48,"(-197.4229736328125, 209.93017578125, 9.100000381469727)","(-209.2225799560547, 212.3375701904297, 9.100000381469727)",1167631322863957
49,"(-197.44549560546875, 207.7230987548828, 9.100000381469727)","(-211.1878662109375, 213.05508422851562, 9.100000381469727)",1167631322893949
50,"(-210.0680694580078, 222.8556671142578, 9.100000381469727)","(-225.91937255859375, 228.18040466308594, 9.100000381469727)",1167631322924516
51,"(-210.07626342773438, 223.08926391601562, 9.100000381469727)","(-225.0535888671875, 228.6092071533203, 9.100000381469727)",1167631322954888
52,"(-211.10659790039062, 220.37950134277344, 9.100000381469727)","(-223.58375549316406, 230.0178985595703, 9.100000381469727)",1167631322985820
53,"(-211.1815948486328, 221.9658966064453, 9.100000381469727)","(-223.4652862548828, 231.3019256591797, 9.100000381469727)",1167631323016190
54,"(-211.46417236328125, 222.78707885742188, 9.100000381469727)","(-225.7685089111328, 230.53262329101562, 9.100000381469727)",1167631323046506
55,"(-212.11167907714844, 225.29820251464844, 9.100000381469727)","(-226.9472198486328, 228.5830535888672, 9.100000381469727)",1167631323076632
56,"(-213.5120391845703, 226.42843627929688, 9.100000381469727)","(-227.70330810546875, 233.28004455566406, 9.100000381469727)",1167631323106879
57,"(-211.99746704101562, 225.71328735351562, 9.100000381469727)","(-226.63204956054688, 232.88453674316406, 9.100000381469727)",1167631323137188
58,"(-215.298095703125, 226.90658569335938, 9.100000381469727)","(-228.64266967773438, 232.0659942626953, 9.100000381469727)",1167631323168931
59,"(-215.41270446777344, 228.37933349609375, 9.100000381469727)","(-227.71295166015625, 234.56781005859375, 9.100000381469727)",1167631323200417
60,"(-213.61544799804688, 226.31019592285156, 9.100000381469727)","(-229.00323486328125, 232.65907287597656, 9.100000381469727)",1167631323231930
61,"(-214.4650421142578, 224.4737091064453, 9.100000381469727)","(-226.2279510498047, 231.88137817382812, 9.100000381469727)",1167631323263709
62,"(-217.8202362060547, 218.57760620117188, 9.100000381469727)","(-231.03823852539062, 225.6513214111328, 9.100000381469727)",1167631323295186
63,"(-217.2178192138672, 216.81581115722656, 9.100000381469727)","(-229.74365234375, 226.75039672851562, 9.100000381469727)",1167631323327280
64,"(-216.97293090820312, 217.48861694335938, 9.100000381469727)","(-231.34239196777344, 228.58230590820312, 9.100000381469727)",1167631323357637
65,"(-216.883544921875, 219.68988037109375, 9.100000381469727)","(-229.62347412109375, 223.09738159179688, 9.100000381469727)",1167631323388059
66,"(-217.2406463623047, 216.00448608398438, 9.100000381469727)","(-230.10205078125, 225.30062866210938, 9.100000381469727)",1167631323418081
67,"(-218.9959259033203, 216.6150360107422, 9.100000381469727)","(-229.43846130371094, 223.45388793945312, 9.100000381469727)",1167631323448116
68,"(-217.9620819091797, 214.4044647216797, 9.100000381469727)","(-229.7546844482422, 222.1657257080078, 9.100000381469727)",1167631323478282
69,"(-217.86956787109375, 217.28924560546875, 9.100000381469727)","(-229.8350372314453, 223.92637634277344, 9.100000381469727)",1167631323509004
70,"(-216.66046142578125, 217.29127502441406, 9.100000381469727)","(-230.71607971191406, 226.3090362548828, 9.100000381469727)",1167631323539231
71,"(-217.02711486816406, 215.90347290039062, 9.100000381469727)","(-229.9283447265625, 225.75843811035156, 9.100000381469727)",1167631323569956
72,"(-195.12832641601562, 214.85133361816406, 9.100000381469727)","(-211.209716796875, 221.26255798339844, 9.100000381469727)",1167631323600070
73,"(-185.59744262695312, 214.68763732910156, 9.100000381469727)","(-199.4661407470703, 223.11170959472656, 9.100000381469727)",1167631323630241
74,"(-184.34779357910156, 215.07647705078125, 9.100000381469727)","(-199.1627960205078, 221.28814697265625, 9.100000381469727)",1167631323660594
75,"(-187.211181640625, 214.65744018554688, 9.100000381469727)","(-198.89083862304688, 220.40032958984375, 9.100000381469727)",1167631323690134
76,"(nan, nan, nan)","(-198.70071411132812, 222.78775024414062, 9.100000381469727)",1167631323719399
77,"(nan, nan, nan)","(-196.60997009277344, 219.87530517578125, 9.100000381469727)",1167631323749584
78,"(nan, nan, nan)","(-201.35183715820312, 221.9875030517578, 9.100000381469727)",1167631323778719
79,"(nan, nan, nan)","(-196.33079528808594, 218.0537109375, 9.100000381469727)",1167631323808970
80,"(nan, nan, nan)","(-201.84324645996094, 221.78074645996094, 9.100000381469727)",1167631323838966
81,"(nan, nan, nan)","(-203.55203247070312, 223.25357055664062, 9.100000381469727)",1167631323868935
82,"(nan, nan, nan)","(-203.6619110107422, 221.97474670410156, 9.100000381469727)",1167631323900494
83,"(nan, nan, nan)","(-206.0448760986328, 223.6493682861328, 9.100000381469727)",1167631323931809
84,"(nan, nan, nan)","(-205.9389190673828, 219.7245330810547, 9.100000381469727)",1167631323963604
85,"(nan, nan, nan)","(-202.82846069335938, 217.98939514160156, 9.100000381469727)",1167631323995973
86,"(nan, nan, nan)","(-204.51158142089844, 221.1676483154297, 9.100000381469727)",1167631324029055
87,"(nan, nan, nan)","(-203.82162475585938, 221.1853790283203, 9.100000381469727)",1167631324062474
88,"(-200.37091064453125, 215.2027130126953, 9.100000381469727)","(-217.0217742919922, 223.25941467285156, 9.100000381469727)",1167631324096588
89,"(-205.81187438964844, 212.7549285888672, 9.100000381469727)","(-220.79888916015625, 228.18240356445312, 9.100000381469727)",1167631324141198
90,"(-205.5336151123047, 217.6388397216797, 9.100000381469727)","(-222.03729248046875, 223.97293090820312, 9.100000381469727)",1167631324188745
91,"(-206.4279327392578, 216.6036834716797, 9.100000381469727)","(-219.77976989746094, 224.23292541503906, 9.100000381469727)",1167631324253591
92,"(-218.08006286621094, 221.2073211669922, 9.100000381469727)","(-234.0166778564453, 234.32427978515625, 9.100000381469727)",1167631324356458
93,"(-218.09854125976562, 224.7000732421875, 9.100000381469727)","(-232.70152282714844, 231.21630859375, 9.100000381469727)",1167631324457723
94,"(-205.81820678710938, 227.65956115722656, 9.100000381469727)","(-216.9460906982422, 234.08738708496094, 9.100000381469727)",1167631324531920
95,"(-205.5062255859375, 226.39117431640625, 9.100000381469727)","(-221.56680297851562, 234.54347229003906, 9.100000381469727)",1167631324577280
96,"(-207.01296997070312, 227.73085021972656, 9.100000381469727)","(-221.3539276123047, 233.317626953125, 9.100000381469727)",1167631324607978
97,"(-205.82383728027344, 227.4297332763672, 9.100000381469727)","(-220.19415283203125, 233.8582305908203, 9.100000381469727)",1167631324638206
98,"(-205.94598388671875, 226.49099731445312, 9.100000381469727)","(-219.8664093017578, 235.02378845214844, 9.100000381469727)",1167631324668725
99,"(-206.46177673339844, 224.82615661621094, 9.100000381469727)","(-219.8964385986328, 236.28396606445312, 9.100000381469727)",1167631324699226
100,"(-203.614501953125, 225.26414489746094, 9.100000381469727)","(-217.8814239501953, 232.91314697265625, 9.100000381469727)",1167631324729865
101,"(-205.3753662109375, 225.7829132080078, 9.100000381469727)","(-217.3990936279297, 231.81454467773438, 9.100000381469727)",1167631324760663
102,"(-184.84962463378906, 227.96595764160156, 9.100000381469727)","(-198.06362915039062, 232.25477600097656, 9.100000381469727)",1167631324791344
103,"(-154.3797607421875, 226.18045043945312, 9.100000381469727)","(-165.02349853515625, 229.23703002929688, 9.100000381469727)",1167631324822445
104,"(-153.673583984375, 222.19677734375, 9.100000381469727)","(-168.8592987060547, 220.44129943847656, 9.100000381469727)",1167631324852000
105,"(-149.43910217285156, 222.78343200683594, 9.100000381469727)","(-170.84072875976562, 233.50967407226562, 9.100000381469727)",1167631324883605
106,"(-149.0233917236328, 224.75498962402344, 9.100000381469727)","(-165.38063049316406, 230.3704071044922, 9.100000381469727)",1167631324914937
107,"(-150.7440643310547, 224.5816650390625, 9.100000381469727)","(-168.09544372558594, 228.8601837158203, 9.100000381469727)",1167631324946304
108,"(-150.85464477539062, 224.80685424804688, 9.100000381469727)","(-167.53831481933594, 226.0697479248047, 9.100000381469727)",1167631324978213
109,"(-152.325439453125, 227.86962890625, 9.100000381469727)","(-164.14181518554688, 229.8934783935547, 9.100000381469727)",1167631325009766
110,"(-151.352294921875, 226.1096649169922, 9.100000381469727)","(-165.18966674804688, 229.99530029296875, 9.100000381469727)",1167631325040752
111,"(-141.41140747070312, 226.7032928466797, 9.100000381469727)","(-158.29832458496094, 216.62411499023438, 9.100000381469727)",1167631325071729
112,"(-133.07861328125, 227.6616973876953, 9.100000381469727)","(-150.46449279785156, 229.7380828857422, 9.100000381469727)",1167631325102616
113,"(-134.01817321777344, 224.9992218017578, 9.100000381469727)","(-154.5650634765625, 224.6570587158203, 9.100000381469727)",1167631325133140
114,"(-215.3227996826172, 276.4583740234375, 9.100000381469727)","(-237.13604736328125, 296.4076232910156, 9.100000381469727)",1167631325164373
115,"(-223.5912628173828, 286.5728454589844, 9.100000381469727)","(-241.97915649414062, 306.85870361328125, 9.100000381469727)",1167631325195438
116,"(-223.13424682617188, 284.27862548828125, 9.100000381469727)","(-249.8785858154297, 313.734130859375, 9.100000381469727)",1167631325226933
117,"(-223.1697540283203, 284.53131103515625, 9.100000381469727)","(-248.5480499267578, 305.95867919921875, 9.100000381469727)",1167631325257121
118,"(-224.413818359375, 288.3402099609375, 9.100000381469727)","(-249.02264404296875, 307.2878723144531, 9.100000381469727)",1167631325287526
119,"(-226.8037872314453, 288.2830505371094, 9.100000381469727)","(-247.40884399414062, 305.78375244140625, 9.100000381469727)",1167631325318801
120,"(nan, nan, nan)","(-246.57981872558594, 306.0467529296875, 9.100000381469727)",1167631325349261
121,"(nan, nan, nan)","(-245.19879150390625, 308.51922607421875, 9.100000381469727)",1167631325378768
122,"(nan, nan, nan)","(-245.89630126953125, 307.4801025390625, 9.100000381469727)",1167631325408368
123,"(-203.20358276367188, 288.1192932128906, 9.100000381469727)","(-224.46072387695312, 303.4818115234375, 9.100000381469727)",1167631325439190
124,"(-205.21934509277344, 287.80865478515625, 9.100000381469727)","(-223.422607421875, 302.8470458984375, 9.100000381469727)",1167631325469738
125,"(-204.85569763183594, 287.1221008300781, 9.100000381469727)","(-223.28402709960938, 301.4347229003906, 9.100000381469727)",1167631325500943
126,"(-205.23204040527344, 288.5807189941406, 9.100000381469727)","(-222.86935424804688, 301.24822998046875, 9.100000381469727)",1167631325531716
127,"(-203.7841339111328, 290.7177734375, 9.100000381469727)","(-224.51446533203125, 302.8823547363281, 9.100000381469727)",1167631325562730
128,"(-209.13258361816406, 288.6978454589844, 9.100000381469727)","(-230.5073699951172, 304.2500305175781, 9.100000381469727)",1167631325593636
129,"(-226.7902069091797, 277.84649658203125, 9.100000381469727)","(-251.46136474609375, 297.427978515625, 9.100000381469727)",1167631325624208
130,"(-230.11703491210938, 281.0680847167969, 9.100000381469727)","(-250.0946044921875, 294.5409240722656, 9.100000381469727)",1167631325654077
131,"(-230.4558563232422, 278.7301330566406, 9.100000381469727)","(-247.94515991210938, 295.20318603515625, 9.100000381469727)",1167631325684115
132,"(-229.78506469726562, 280.6507568359375, 9.100000381469727)","(-249.62942504882812, 296.5994567871094, 9.100000381469727)",1167631325714074
133,"(nan, nan, nan)","(-253.12432861328125, 259.8333435058594, 9.100000381469727)",1167631325745298
134,"(nan, nan, nan)","(nan, nan, nan)",1167631325774081
135,"(nan, nan, nan)","(nan, nan, nan)",1167631325799766
136,"(nan, nan, nan)","(nan, nan, nan)",1167631325825125
137,"(nan, nan, nan)","(nan, nan, nan)",1167631325850534
138,"(nan, nan, nan)","(nan, nan, nan)",1167631325883001
139,"(-221.80230712890625, 256.7979736328125, 9.100000381469727)","(-244.9513397216797, 276.9864807128906, 9.100000381469727)",1167631325913798
140,"(-218.4653778076172, 277.8595886230469, 9.100000381469727)","(-239.3054656982422, 293.79290771484375, 9.100000381469727)",1167631325971489
141,"(nan, nan, nan)","(nan, nan, nan)",1167631326002456
142,"(-219.15426635742188, 280.85333251953125, 9.100000381469727)","(-246.53282165527344, 297.9561462402344, 9.100000381469727)",1167631326036496
143,"(-219.63827514648438, 279.0686340332031, 9.100000381469727)","(-245.3974151611328, 296.1879577636719, 9.100000381469727)",1167631326061832
144,"(-211.66146850585938, 283.5340576171875, 9.100000381469727)","(-235.695556640625, 296.4297180175781, 9.100000381469727)",1167631326090235
145,"(-206.45797729492188, 282.06011962890625, 9.100000381469727)","(-232.2025909423828, 297.1015625, 9.100000381469727)",1167631326120524
146,"(-207.15159606933594, 282.5497741699219, 9.100000381469727)","(-231.49087524414062, 296.1460266113281, 9.100000381469727)",1167631326150878
147,"(-203.6298828125, 282.922607421875, 9.100000381469727)","(-228.3349151611328, 293.51202392578125, 9.100000381469727)",1167631326181211
148,"(-205.325927734375, 280.3249206542969, 9.100000381469727)","(-227.88262939453125, 291.4939880371094, 9.100000381469727)",1167631326211599
149,"(-208.08999633789062, 282.7924499511719, 9.100000381469727)","(-227.29225158691406, 295.9315490722656, 9.100000381469727)",1167631326241894
150,"(-204.3837127685547, 283.28472900390625, 9.100000381469727)","(-229.55776977539062, 296.03973388671875, 9.100000381469727)",1167631326272763
151,"(-192.66806030273438, 281.12310791015625, 9.100000381469727)","(-218.0500030517578, 297.3349914550781, 9.100000381469727)",1167631326303099
152,"(-191.53855895996094, 279.71282958984375, 9.100000381469727)","(-214.63087463378906, 295.3957824707031, 9.100000381469727)",1167631326334002
153,"(-191.6746063232422, 278.8496398925781, 9.100000381469727)","(-215.43362426757812, 293.2281494140625, 9.100000381469727)",1167631326364398
154,"(-191.41876220703125, 278.50714111328125, 9.100000381469727)","(-215.1569061279297, 296.37652587890625, 9.100000381469727)",1167631326394781
155,"(-195.61819458007812, 277.6072998046875, 9.100000381469727)","(-213.24554443359375, 297.0727233886719, 9.100000381469727)",1167631326425589
156,"(-190.71766662597656, 277.2639465332031, 9.100000381469727)","(-214.3523712158203, 291.73040771484375, 9.100000381469727)",1167631326456135
157,"(-192.52565002441406, 281.5381164550781, 9.100000381469727)","(nan, nan, nan)",1167631326486342
158,"(-191.12808227539062, 277.4052734375, 9.100000381469727)","(-212.89004516601562, 291.4352722167969, 9.100000381469727)",1167631326516564
159,"(-191.0497589111328, 279.0133361816406, 9.100000381469727)","(-214.3382568359375, 296.0435485839844, 9.100000381469727)",1167631326541619
160,"(-191.65127563476562, 278.20941162109375, 9.100000381469727)","(-211.7423095703125, 294.6170349121094, 9.100000381469727)",1167631326568133
161,"(-178.15130615234375, 279.3418273925781, 9.100000381469727)","(-196.84573364257812, 294.34326171875, 9.100000381469727)",1167631326599911
162,"(-179.80972290039062, 280.0884704589844, 9.100000381469727)","(-198.21241760253906, 293.4151306152344, 9.100000381469727)",1167631326630332
163,"(-178.93527221679688, 279.8739013671875, 9.100000381469727)","(-200.76397705078125, 291.1170959472656, 9.100000381469727)",1167631326660626
164,"(-179.68954467773438, 281.07965087890625, 9.100000381469727)","(-199.4005584716797, 288.528076171875, 9.100000381469727)",1167631326690761
165,"(-179.3245391845703, 280.22314453125, 9.100000381469727)","(-199.6796417236328, 289.6053161621094, 9.100000381469727)",1167631326720450
166,"(-179.22262573242188, 277.5368957519531, 9.100000381469727)","(-196.6639862060547, 291.5172119140625, 9.100000381469727)",1167631326750562
167,"(-180.61074829101562, 279.37872314453125, 9.100000381469727)","(-200.7449188232422, 295.221435546875, 9.100000381469727)",1167631326780549
168,"(-180.41114807128906, 279.3739013671875, 9.100000381469727)","(-197.88009643554688, 297.1718444824219, 9.100000381469727)",1167631326810562
169,"(-179.1386260986328, 278.10791015625, 9.100000381469727)","(-198.17381286621094, 293.9326477050781, 9.100000381469727)",1167631326840655
170,"(-188.1968994140625, 280.20831298828125, 9.100000381469727)","(nan, nan, nan)",1167631326870555
171,"(-187.922119140625, 278.2502136230469, 9.100000381469727)","(nan, nan, nan)",1167631326900940
172,"(-187.9820098876953, 279.5400085449219, 9.100000381469727)","(-211.09996032714844, 293.8143005371094, 9.100000381469727)",1167631326926073
173,"(-188.84292602539062, 280.8087158203125, 9.100000381469727)","(-207.45994567871094, 293.1382751464844, 9.100000381469727)",1167631326950987
174,"(-188.6373748779297, 279.2383117675781, 9.100000381469727)","(-205.6214599609375, 292.9053039550781, 9.100000381469727)",1167631326976623
175,"(-188.07904052734375, 279.67840576171875, 9.100000381469727)","(-207.10794067382812, 288.58642578125, 9.100000381469727)",1167631327006866
176,"(-187.36492919921875, 279.4336853027344, 9.100000381469727)","(-204.68853759765625, 289.9997863769531, 9.100000381469727)",1167631327037518
177,"(-187.8232421875, 280.5191345214844, 9.100000381469727)","(-205.00531005859375, 293.4580078125, 9.100000381469727)",1167631327067519
178,"(-191.75927734375, 277.2702331542969, 9.100000381469727)","(-211.01170349121094, 291.8421630859375, 9.100000381469727)",1167631327097625
179,"(-196.57125854492188, 275.529052734375, 9.100000381469727)","(-220.3498077392578, 293.1383056640625, 9.100000381469727)",1167631327127632
180,"(-196.19903564453125, 278.646484375, 9.100000381469727)","(-218.99705505371094, 292.1025390625, 9.100000381469727)",1167631327157950
181,"(-198.29408264160156, 276.9495849609375, 9.100000381469727)","(-220.16297912597656, 292.7674865722656, 9.100000381469727)",1167631327188150
182,"(-197.087158203125, 278.41070556640625, 9.100000381469727)","(-219.4292449951172, 292.1065368652344, 9.100000381469727)",1167631327218481
183,"(-196.90953063964844, 277.4150085449219, 9.100000381469727)","(-219.10165405273438, 294.5927734375, 9.100000381469727)",1167631327249062
184,"(-198.1818389892578, 277.4898986816406, 9.100000381469727)","(-218.8819580078125, 293.64703369140625, 9.100000381469727)",1167631327279274
185,"(-196.69467163085938, 276.34442138671875, 9.100000381469727)","(-221.31553649902344, 295.64288330078125, 9.100000381469727)",1167631327309757
186,"(-179.90773010253906, 277.7054443359375, 9.100000381469727)","(-200.185546875, 291.690185546875, 9.100000381469727)",1167631327340647
187,"(-178.53253173828125, 277.31402587890625, 9.100000381469727)","(-202.30911254882812, 293.2745666503906, 9.100000381469727)",1167631327370955
188,"(-179.12271118164062, 278.976806640625, 9.100000381469727)","(-199.5248565673828, 293.7528991699219, 9.100000381469727)",1167631327401936
189,"(-179.01759338378906, 277.28631591796875, 9.100000381469727)","(-201.62261962890625, 293.7601318359375, 9.100000381469727)",1167631327432860
190,"(-178.07884216308594, 276.34173583984375, 9.100000381469727)","(nan, nan, nan)",1167631327463570
191,"(-177.7545928955078, 280.20330810546875, 9.100000381469727)","(nan, nan, nan)",1167631327494246
192,"(-179.22903442382812, 280.0007629394531, 9.100000381469727)","(nan, nan, nan)",1167631327519338
193,"(-179.20826721191406, 279.32452392578125, 9.100000381469727)","(nan, nan, nan)",1167631327544383
194,"(-179.12838745117188, 279.63604736328125, 9.100000381469727)","(nan, nan, nan)",1167631327569434
195,"(-176.77490234375, 278.92486572265625, 9.100000381469727)","(-200.2498016357422, 287.99871826171875, 9.100000381469727)",1167631327594433
196,"(-169.3535614013672, 279.671630859375, 9.100000381469727)","(-187.2608184814453, 290.5909423828125, 9.100000381469727)",1167631327619639
197,"(-169.41481018066406, 280.463134765625, 9.100000381469727)","(-186.76730346679688, 292.4349670410156, 9.100000381469727)",1167631327645421
198,"(-167.62083435058594, 279.10797119140625, 9.100000381469727)","(-186.4919891357422, 286.6051940917969, 9.100000381469727)",1167631327676408
199,"(-166.99267578125, 280.427001953125, 9.100000381469727)","(-190.02597045898438, 291.2847900390625, 9.100000381469727)",1167631327707060
200,"(-167.47506713867188, 277.4115295410156, 9.100000381469727)","(-189.80032348632812, 289.97052001953125, 9.100000381469727)",1167631327737344
201,"(-166.62741088867188, 279.2148132324219, 9.100000381469727)","(-186.87242126464844, 289.6011047363281, 9.100000381469727)",1167631327767861
202,"(-169.8327178955078, 277.37078857421875, 9.100000381469727)","(-189.54441833496094, 288.00115966796875, 9.100000381469727)",1167631327799418
203,"(-163.26463317871094, 277.70452880859375, 9.100000381469727)","(-181.62606811523438, 285.7813415527344, 9.100000381469727)",1167631327829865
204,"(-157.04563903808594, 274.8138122558594, 9.100000381469727)","(-175.673828125, 286.4129943847656, 9.100000381469727)",1167631327860778
205,"(-158.0463409423828, 281.50836181640625, 9.100000381469727)","(-175.8134002685547, 286.7610778808594, 9.100000381469727)",1167631327891682
206,"(-156.20697021484375, 279.7862243652344, 9.100000381469727)","(-175.66050720214844, 289.18890380859375, 9.100000381469727)",1167631327921982
207,"(-155.29421997070312, 277.54302978515625, 9.100000381469727)","(-175.43626403808594, 287.9697265625, 9.100000381469727)",1167631327952271
208,"(-156.3677520751953, 277.13873291015625, 9.100000381469727)","(-174.08856201171875, 287.4990234375, 9.100000381469727)",1167631327983710
209,"(-155.3714599609375, 279.31976318359375, 9.100000381469727)","(-174.9675750732422, 288.1108093261719, 9.100000381469727)",1167631328013752
210,"(-155.8557586669922, 278.8600769042969, 9.100000381469727)","(-176.43858337402344, 286.2933349609375, 9.100000381469727)",1167631328043952
211,"(-155.60470581054688, 280.0552062988281, 9.100000381469727)","(-175.43666076660156, 287.8956604003906, 9.100000381469727)",1167631328074237
212,"(-145.11801147460938, 274.9341735839844, 9.100000381469727)","(-160.3758087158203, 283.8628234863281, 9.100000381469727)",1167631328104344
213,"(-143.7701416015625, 277.5908203125, 9.100000381469727)","(-162.5510711669922, 284.1155090332031, 9.100000381469727)",1167631328134619
