,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167709004597490,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167709004635912,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167709004680180,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167709004724410,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167709004765050,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167709004805452,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167709004859298,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
7,1167709004914761,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
8,1167709005101243,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
9,1167709005153980,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
10,1167709005336796,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
11,1167709005454898,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
12,1167709005495804,"(0.7080107927322388, 0.3768818974494934, 0.5233282446861267)","(-88.2397232055664, 39.167110443115234, 606.9984741210938)",1,"(132.5387725830078, 226.41075134277344, 9.100000381469727)","(0.7127970457077026, 0.39911097288131714)",1,"(0.5719678401947021, 0.3858467638492584, 0.5320725440979004)","(-32.321319580078125, 37.147216796875, 609.6217651367188)",1,"(124.26805114746094, 219.10494995117188, 9.100000381469727)","(0.6996399164199829, 0.41977253556251526)",1
13,1167709005536621,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(0.5695666670799255, 0.38584011793136597, 0.536334216594696)","(-31.378725051879883, 37.237518310546875, 610.9002685546875)",1,"(271.9123840332031, 309.2591247558594, 9.100000381469727)","(0.934513509273529, 0.1648072749376297)",1
14,1167709005601080,"(0.7018998265266418, 0.37488725781440735, 0.5255122780799866)","(-85.79521179199219, 39.8298225402832, 607.6536865234375)",1,"(242.70986938476562, 329.33172607421875, 9.100000381469727)","(0.8880579471588135, 0.1080399751663208)",1,"(0.5665464997291565, 0.3861064314842224, 0.5374639630317688)","(-30.1417179107666, 37.18952941894531, 611.2391967773438)",1,"(233.60829162597656, 310.0848693847656, 9.100000381469727)","(0.8735790848731995, 0.16247200965881348)",1
15,1167709005635001,"(0.7008682489395142, 0.37466350197792053, 0.5253096222877502)","(-85.36451721191406, 39.896522521972656, 607.5928955078125)",1,"(245.51795959472656, 327.0085754394531, 9.100000381469727)","(0.8925250768661499, 0.11461003124713898)",1,"(0.5654348134994507, 0.3864331841468811, 0.5383290648460388)","(-29.69071388244629, 37.111324310302734, 611.4987182617188)",1,"(234.19984436035156, 293.2850036621094, 9.100000381469727)","(0.8745201230049133, 0.20998379588127136)",1
16,1167709005682928,"(0.6998587846755981, 0.3745742738246918, 0.5245709419250488)","(-84.92630767822266, 39.91212844848633, 607.3712768554688)",1,"(244.60206604003906, 327.9517822265625, 9.100000381469727)","(0.8910680413246155, 0.11194252967834473)",1,"(0.5644011497497559, 0.3868674635887146, 0.5395925045013428)","(-29.275712966918945, 37.007728576660156, 611.8777465820312)",1,"(234.3106231689453, 297.4508056640625, 9.100000381469727)","(0.8746963739395142, 0.198202446103096)",1
17,1167709005730825,"(0.6990617513656616, 0.3746146559715271, 0.5245322585105896)","(-84.59681701660156, 39.902130126953125, 607.3596801757812)",1,"(252.3190460205078, 335.77032470703125, 9.100000381469727)","(0.9033442735671997, 0.08983094990253448)",1,"(0.5635626316070557, 0.38738512992858887, 0.5408170819282532)","(-28.94071388244629, 36.87732696533203, 612.2451171875)",1,"(232.54946899414062, 292.51275634765625, 9.100000381469727)","(0.8718947172164917, 0.21216775476932526)",1
18,1167709005778186,"(0.698255181312561, 0.374529093503952, 0.524649441242218)","(-84.26831817626953, 39.93312454223633, 607.3948364257812)",1,"(250.33688354492188, 328.80072021484375, 9.100000381469727)","(0.9001910090446472, 0.10954168438911438)",1,"(0.5627566576004028, 0.3877023160457611, 0.5413950681686401)","(-28.61241340637207, 36.79533004760742, 612.4185180664062)",1,"(234.45040893554688, 304.24127197265625, 9.100000381469727)","(0.8749186992645264, 0.17899830639362335)",1
19,1167709005825336,"(0.697313666343689, 0.37422141432762146, 0.524792492389679)","(-83.88541412353516, 40.031524658203125, 607.437744140625)",1,"(245.45651245117188, 330.51251220703125, 9.100000381469727)","(0.8924273252487183, 0.10470059514045715)",1,"(0.5619354844093323, 0.3878686726093292, 0.5424027442932129)","(-28.282419204711914, 36.766624450683594, 612.7208251953125)",1,"(232.5155029296875, 293.32391357421875, 9.100000381469727)","(0.8718406558036804, 0.2098737508058548)",1
20,1167709005872730,"(0.6964939832687378, 0.37395575642585754, 0.5251084566116333)","(-83.55781555175781, 40.12042236328125, 607.5325317382812)",1,"(248.24595642089844, 332.2777099609375, 9.100000381469727)","(0.8968647718429565, 0.09970841556787491)",1,"(0.5611206293106079, 0.3879818022251129, 0.543902575969696)","(-27.959819793701172, 36.763023376464844, 613.1707763671875)",1,"(234.1813507080078, 313.80267333984375, 9.100000381469727)","(0.8744907379150391, 0.1519576758146286)",1
21,1167709005920187,"(0.6957607865333557, 0.37382712960243225, 0.5254101753234863)","(-83.2650146484375, 40.167720794677734, 607.623046875)",1,"(242.82887268066406, 330.0931701660156, 9.100000381469727)","(0.8882472515106201, 0.10588652640581131)",1,"(0.5604817271232605, 0.3881380558013916, 0.5448002219200134)","(-27.703813552856445, 36.7346305847168, 613.4400634765625)",1,"(235.9218292236328, 303.0837707519531, 9.100000381469727)","(0.8772594928741455, 0.18227185308933258)",1
22,1167709005967884,"(0.6951680779457092, 0.37360092997550964, 0.5256658792495728)","(-83.0289077758789, 40.24272918701172, 607.6997680664062)",1,"(253.00335693359375, 336.78228759765625, 9.100000381469727)","(0.9044328927993774, 0.08696897327899933)",1,"(0.5598503947257996, 0.3881632387638092, 0.5456386208534241)","(-27.4503116607666, 36.74472427368164, 613.6915893554688)",1,"(242.40280151367188, 296.66357421875, 9.100000381469727)","(0.8875694274902344, 0.2004287838935852)",1
23,1167709006015060,"(0.694132924079895, 0.37354281544685364, 0.5264109373092651)","(-82.62451171875, 40.27901840209961, 607.9232788085938)",1,"(278.3360900878906, 321.81597900390625, 9.100000381469727)","(0.9447323679924011, 0.129295215010643)",1,"(0.5591595768928528, 0.3883829712867737, 0.5472135543823242)","(-27.179019927978516, 36.709625244140625, 614.1640625)",1,"(282.00189208984375, 303.7467956542969, 9.100000381469727)","(0.9505639672279358, 0.18039676547050476)",1
24,1167709006062472,"(0.6934813857078552, 0.37351852655410767, 0.5266961455345154)","(-82.36451721191406, 40.2944221496582, 608.0088500976562)",1,"(275.61090087890625, 328.0042419433594, 9.100000381469727)","(0.9403970837593079, 0.11179422587156296)",1,"(0.5585341453552246, 0.38870590925216675, 0.5480369329452515)","(-26.927013397216797, 36.62932586669922, 614.4110717773438)",1,"(279.8467712402344, 312.96026611328125, 9.100000381469727)","(0.9471355676651001, 0.15434011816978455)",1
25,1167709006110472,"(0.6929690837860107, 0.3735431432723999, 0.526762068271637)","(-82.15522003173828, 40.290321350097656, 608.0286254882812)",1,"(275.5545349121094, 330.6263732910156, 9.100000381469727)","(0.9403074383735657, 0.10437857359647751)",1,"(0.5579937696456909, 0.38891205191612244, 0.5490136742591858)","(-26.711820602416992, 36.586727142333984, 614.7041015625)",1,"(276.47088623046875, 296.5796813964844, 9.100000381469727)","(0.9417651295661926, 0.20066606998443604)",1
26,1167709006158157,"(0.6916888952255249, 0.37339547276496887, 0.5284183621406555)","(-81.67621612548828, 40.37282943725586, 608.5255126953125)",1,"(351.77911376953125, 372.9720764160156, 9.100000381469727)","(1.0615659952163696, -0.015379461459815502)",1,"(0.5572490096092224, 0.38899287581443787, 0.550240695476532)","(-26.41421127319336, 36.58732604980469, 615.0722045898438)",1,"(340.7762145996094, 344.1964111328125, 9.100000381469727)","(1.0440624952316284, 0.06600107997655869)",1
27,1167709006205791,"(0.6913138628005981, 0.37349623441696167, 0.528525173664093)","(-81.5245132446289, 40.346126556396484, 608.5575561523438)",1,"(350.7998046875, 369.3277893066406, 9.100000381469727)","(1.0600080490112305, -0.005073008127510548)",1,"(0.5567885041236877, 0.38921234011650085, 0.5506892800331116)","(-26.22681427001953, 36.530723571777344, 615.206787109375)",1,"(347.2882385253906, 343.6974182128906, 9.100000381469727)","(1.0544219017028809, 0.06741229444742203)",1
28,1167709006254147,"(0.691109299659729, 0.3735440969467163, 0.5280120968818665)","(-81.42501831054688, 40.32212829589844, 608.4036254882812)",1,"(341.9375915527344, 371.18896484375, 9.100000381469727)","(1.0459100008010864, -0.010336646810173988)",1,"(0.5565057396888733, 0.38928887248039246, 0.550594687461853)","(-26.108211517333984, 36.50682830810547, 615.1784057617188)",1,"(340.4146728515625, 341.12432861328125, 9.100000381469727)","(1.043487310409546, 0.07468924671411514)",1
29,1167709006304226,"(0.6909620761871338, 0.3733137547969818, 0.5289322733879089)","(-81.39161682128906, 40.41041946411133, 608.6796875)",1,"(339.6553649902344, 356.7350158691406, 9.100000381469727)","(1.0422794818878174, 0.030540604144334793)",1,"(0.5563632845878601, 0.3891150951385498, 0.5511153340339661)","(-26.054311752319336, 36.569522857666016, 615.3345947265625)",1,"(347.3935852050781, 347.2476501464844, 9.100000381469727)","(1.0545895099639893, 0.05737185850739479)",1
30,1167709006389760,"(0.690455973148346, 0.3725859522819519, 0.5297499299049377)","(-81.20811462402344, 40.647220611572266, 608.9249877929688)",1,"(374.8916320800781, 381.57366943359375, 9.100000381469727)","(1.098333477973938, -0.039705630391836166)",1,"(0.5559724569320679, 0.3883717656135559, 0.5524159669876099)","(-25.905410766601562, 36.82012176513672, 615.7247924804688)",1,"(367.13623046875, 356.861328125, 9.100000381469727)","(1.085996150970459, 0.03018343262374401)",1
31,1167709006527873,"(0.6919028162956238, 0.3713359236717224, 0.5307590961456299)","(-81.83721923828125, 41.03782272338867, 609.2277221679688)",1,"(270.4222106933594, 519.8876953125, 9.100000381469727)","(0.9321428537368774, -0.43087178468704224)",1,"(0.557508111000061, 0.38675981760025024, 0.5522672533988953)","(-26.545215606689453, 37.3005256652832, 615.68017578125)",1,"(250.0057373046875, 480.3742980957031, 9.100000381469727)","(0.8996642231941223, -0.31912389397621155)",1
32,1167709006676668,"(0.6946098804473877, 0.37073296308517456, 0.5312452912330627)","(-82.9703140258789, 41.21893310546875, 609.3735961914062)",1,"(133.94239807128906, 552.2145385742188, 9.100000381469727)","(0.7150299549102783, -0.5222954154014587)",1,"(0.5600206851959229, 0.3854163587093353, 0.5516682863235474)","(-27.586315155029297, 37.687435150146484, 615.50048828125)",1,"(109.5002670288086, 540.2614135742188, 9.100000381469727)","(0.6761472225189209, -0.48849087953567505)",1
33,1167709006756857,"(0.6958848834037781, 0.3705638349056244, 0.5323390960693359)","(-83.52970886230469, 41.2877311706543, 609.7017211914062)",1,"(128.32601928710938, 562.316162109375, 9.100000381469727)","(0.7060953974723816, -0.5508638620376587)",1,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
34,1167709006791943,"(0.6963447332382202, 0.37060627341270447, 0.5322865843772888)","(-83.71791076660156, 41.27214050292969, 609.6859741210938)",1,"(135.4720916748047, 558.2920532226562, 9.100000381469727)","(0.7174633741378784, -0.539483368396759)",1,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
