,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630810540569
1,"(134.61874389648438, 178.61318969726562, 9.100000381469727)","(126.2689437866211, 180.3408660888672, 9.100000381469727)",1167630810927938
2,"(135.46371459960938, 154.7222442626953, 9.100000381469727)","(127.95285034179688, 153.28890991210938, 9.100000381469727)",1167630810958424
3,"(nan, nan, nan)","(nan, nan, nan)",1167630810998831
4,"(135.28414916992188, 156.5166473388672, 9.100000381469727)","(130.52281188964844, 156.47068786621094, 9.100000381469727)",1167630811036076
5,"(135.566650390625, 156.66932678222656, 9.100000381469727)","(127.4462890625, 156.7838134765625, 9.100000381469727)",1167630811062157
6,"(135.4464111328125, 156.7018585205078, 9.100000381469727)","(129.03114318847656, 155.97979736328125, 9.100000381469727)",1167630811098589
7,"(135.46153259277344, 152.9309539794922, 9.100000381469727)","(127.42910766601562, 150.5421142578125, 9.100000381469727)",1167630811131388
8,"(131.62648010253906, 130.90333557128906, 9.100000381469727)","(124.10327911376953, 130.63929748535156, 9.100000381469727)",1167630811165214
9,"(132.39503479003906, 130.66378784179688, 9.100000381469727)","(125.39527893066406, 129.90423583984375, 9.100000381469727)",1167630811197691
10,"(132.26791381835938, 132.27005004882812, 9.100000381469727)","(124.15326690673828, 125.33406066894531, 9.100000381469727)",1167630811231974
11,"(130.9782257080078, 130.67587280273438, 9.100000381469727)","(125.73072052001953, 128.14178466796875, 9.100000381469727)",1167630811265148
12,"(128.08799743652344, 131.98667907714844, 9.100000381469727)","(122.71125793457031, 126.9835205078125, 9.100000381469727)",1167630811298839
13,"(129.28065490722656, 131.9997100830078, 9.100000381469727)","(122.48701477050781, 125.85270690917969, 9.100000381469727)",1167630811332148
14,"(130.71188354492188, 130.8233184814453, 9.100000381469727)","(123.74945831298828, 127.5042724609375, 9.100000381469727)",1167630811365552
15,"(130.90524291992188, 133.31271362304688, 9.100000381469727)","(124.45036315917969, 130.078857421875, 9.100000381469727)",1167630811398928
16,"(130.90237426757812, 132.452392578125, 9.100000381469727)","(120.7027359008789, 126.74530792236328, 9.100000381469727)",1167630811432578
17,"(129.53919982910156, 133.0666961669922, 9.100000381469727)","(122.31620025634766, 126.54744720458984, 9.100000381469727)",1167630811466244
18,"(129.8472137451172, 132.82867431640625, 9.100000381469727)","(124.5433120727539, 125.6247329711914, 9.100000381469727)",1167630811499518
19,"(135.5985870361328, 124.48358154296875, 9.100000381469727)","(123.29615783691406, 126.9698257446289, 9.100000381469727)",1167630811532998
20,"(130.57919311523438, 135.45751953125, 9.100000381469727)","(123.13150787353516, 125.16453552246094, 9.100000381469727)",1167630811566574
21,"(129.67921447753906, 134.26324462890625, 9.100000381469727)","(125.00111389160156, 125.79226684570312, 9.100000381469727)",1167630811599809
22,"(135.2178192138672, 131.74505615234375, 9.100000381469727)","(131.38758850097656, 125.09165954589844, 9.100000381469727)",1167630811634581
23,"(132.9010772705078, 129.56163024902344, 9.100000381469727)","(127.51293182373047, 125.4647216796875, 9.100000381469727)",1167630811668375
24,"(134.81260681152344, 129.98574829101562, 9.100000381469727)","(126.43131256103516, 121.04694366455078, 9.100000381469727)",1167630811701259
25,"(134.96109008789062, 130.0312042236328, 9.100000381469727)","(129.93617248535156, 123.3082046508789, 9.100000381469727)",1167630811733847
26,"(135.60888671875, 129.16456604003906, 9.100000381469727)","(127.76641082763672, 122.62747955322266, 9.100000381469727)",1167630811766679
27,"(134.47601318359375, 129.19432067871094, 9.100000381469727)","(127.27031707763672, 123.92301940917969, 9.100000381469727)",1167630811798484
28,"(nan, nan, nan)","(nan, nan, nan)",1167630811830880
29,"(nan, nan, nan)","(nan, nan, nan)",1167630811863602
30,"(nan, nan, nan)","(nan, nan, nan)",1167630811889398
31,"(nan, nan, nan)","(nan, nan, nan)",1167630811915299
32,"(108.47406005859375, 204.63783264160156, 9.100000381469727)","(99.93170928955078, 204.86561584472656, 9.100000381469727)",1167630811954240
33,"(nan, nan, nan)","(nan, nan, nan)",1167630811996117
34,"(119.4201889038086, 225.8137664794922, 9.100000381469727)","(106.41091918945312, 230.9379425048828, 9.100000381469727)",1167630812031645
35,"(117.33462524414062, 225.4626007080078, 9.100000381469727)","(107.07160949707031, 229.45181274414062, 9.100000381469727)",1167630812057797
36,"(118.45697021484375, 228.45314025878906, 9.100000381469727)","(106.93724822998047, 231.9925994873047, 9.100000381469727)",1167630812093975
37,"(116.78874969482422, 227.57583618164062, 9.100000381469727)","(103.88641357421875, 232.22767639160156, 9.100000381469727)",1167630812125177
38,"(116.25283813476562, 226.81387329101562, 9.100000381469727)","(106.67985534667969, 230.85214233398438, 9.100000381469727)",1167630812158715
39,"(119.0743179321289, 226.3883819580078, 9.100000381469727)","(106.46748352050781, 229.84942626953125, 9.100000381469727)",1167630812192269
40,"(114.80831146240234, 228.13743591308594, 9.100000381469727)","(107.09723663330078, 230.31387329101562, 9.100000381469727)",1167630812225696
41,"(114.5715560913086, 226.23736572265625, 9.100000381469727)","(107.17251586914062, 230.46002197265625, 9.100000381469727)",1167630812259306
42,"(115.85944366455078, 227.4004364013672, 9.100000381469727)","(105.91222381591797, 230.50885009765625, 9.100000381469727)",1167630812292890
43,"(115.53407287597656, 224.80430603027344, 9.100000381469727)","(105.58641815185547, 229.98138427734375, 9.100000381469727)",1167630812326596
44,"(115.68572235107422, 227.1487579345703, 9.100000381469727)","(106.03799438476562, 230.06033325195312, 9.100000381469727)",1167630812360141
45,"(114.5739517211914, 226.9303741455078, 9.100000381469727)","(105.44462585449219, 227.63143920898438, 9.100000381469727)",1167630812394890
46,"(115.92658996582031, 229.40249633789062, 9.100000381469727)","(106.97727966308594, 229.60272216796875, 9.100000381469727)",1167630812429674
47,"(114.43643951416016, 226.2926483154297, 9.100000381469727)","(102.3954849243164, 229.317138671875, 9.100000381469727)",1167630812463990
48,"(115.73918151855469, 229.35061645507812, 9.100000381469727)","(107.95551300048828, 230.66343688964844, 9.100000381469727)",1167630812497867
49,"(113.8821792602539, 227.2179718017578, 9.100000381469727)","(103.74860382080078, 232.82913208007812, 9.100000381469727)",1167630812531761
50,"(114.49120330810547, 227.2027587890625, 9.100000381469727)","(103.12970733642578, 228.5933837890625, 9.100000381469727)",1167630812565937
51,"(116.03605651855469, 225.07427978515625, 9.100000381469727)","(107.42938995361328, 230.63534545898438, 9.100000381469727)",1167630812600150
52,"(117.40853118896484, 228.29481506347656, 9.100000381469727)","(105.9254379272461, 231.33538818359375, 9.100000381469727)",1167630812633656
53,"(19.277572631835938, 280.61822509765625, 9.100000381469727)","(-0.29685959219932556, 288.1997375488281, 9.100000381469727)",1167630812666982
54,"(nan, nan, nan)","(-119.01236724853516, 324.07794189453125, 9.100000381469727)",1167630812700788
55,"(nan, nan, nan)","(-280.93951416015625, 415.7071228027344, 9.100000381469727)",1167630812734619
56,"(nan, nan, nan)","(-266.7973937988281, 399.7193298339844, 9.100000381469727)",1167630812765132
57,"(-176.99098205566406, 291.32977294921875, 9.100000381469727)","(-211.47555541992188, 351.0660095214844, 9.100000381469727)",1167630812790670
58,"(nan, nan, nan)","(-208.7241668701172, 356.36175537109375, 9.100000381469727)",1167630812816228
59,"(-176.24708557128906, 291.52459716796875, 9.100000381469727)","(-209.34222412109375, 350.6081237792969, 9.100000381469727)",1167630812850747
60,"(-180.4946746826172, 297.5234375, 9.100000381469727)","(-219.72373962402344, 370.281494140625, 9.100000381469727)",1167630812874884
61,"(nan, nan, nan)","(-214.9741973876953, 368.6467590332031, 9.100000381469727)",1167630812909419
62,"(nan, nan, nan)","(-217.49798583984375, 367.3692626953125, 9.100000381469727)",1167630812942122
63,"(nan, nan, nan)","(nan, nan, nan)",1167630812967541
64,"(nan, nan, nan)","(-219.37924194335938, 361.9022216796875, 9.100000381469727)",1167630812993931
65,"(nan, nan, nan)","(-209.92344665527344, 374.0796203613281, 9.100000381469727)",1167630813020082
66,"(nan, nan, nan)","(-220.23043823242188, 366.6234130859375, 9.100000381469727)",1167630813046371
67,"(nan, nan, nan)","(-208.09347534179688, 378.15106201171875, 9.100000381469727)",1167630813072924
68,"(nan, nan, nan)","(nan, nan, nan)",1167630813100561
69,"(nan, nan, nan)","(nan, nan, nan)",1167630813129134
70,"(nan, nan, nan)","(nan, nan, nan)",1167630813164506
71,"(nan, nan, nan)","(nan, nan, nan)",1167630813194270
72,"(nan, nan, nan)","(nan, nan, nan)",1167630813227548
73,"(nan, nan, nan)","(nan, nan, nan)",1167630813260065
74,"(nan, nan, nan)","(nan, nan, nan)",1167630813287927
75,"(nan, nan, nan)","(nan, nan, nan)",1167630813329309
76,"(nan, nan, nan)","(nan, nan, nan)",1167630813362799
77,"(nan, nan, nan)","(nan, nan, nan)",1167630813382854
78,"(nan, nan, nan)","(nan, nan, nan)",1167630813415810
79,"(nan, nan, nan)","(nan, nan, nan)",1167630813440486
80,"(nan, nan, nan)","(nan, nan, nan)",1167630813471633
81,"(nan, nan, nan)","(nan, nan, nan)",1167630813502204
82,"(nan, nan, nan)","(nan, nan, nan)",1167630813533129
83,"(nan, nan, nan)","(nan, nan, nan)",1167630813567785
84,"(nan, nan, nan)","(nan, nan, nan)",1167630813594154
85,"(nan, nan, nan)","(nan, nan, nan)",1167630813629393
86,"(nan, nan, nan)","(nan, nan, nan)",1167630813664963
87,"(nan, nan, nan)","(nan, nan, nan)",1167630813699179
88,"(nan, nan, nan)","(nan, nan, nan)",1167630813729273
89,"(nan, nan, nan)","(nan, nan, nan)",1167630813772081
90,"(nan, nan, nan)","(nan, nan, nan)",1167630813811305
91,"(nan, nan, nan)","(nan, nan, nan)",1167630813860662
92,"(nan, nan, nan)","(nan, nan, nan)",1167630813933191
93,"(nan, nan, nan)","(nan, nan, nan)",1167630814003611
94,"(nan, nan, nan)","(nan, nan, nan)",1167630814099445
95,"(nan, nan, nan)","(nan, nan, nan)",1167630814210080
96,"(nan, nan, nan)","(-90.1622543334961, 18.754432678222656, 9.100000381469727)",1167630814281569
97,"(nan, nan, nan)","(nan, nan, nan)",1167630814305699
98,"(nan, nan, nan)","(nan, nan, nan)",1167630814339638
99,"(nan, nan, nan)","(nan, nan, nan)",1167630814369274
100,"(nan, nan, nan)","(nan, nan, nan)",1167630814399809
101,"(nan, nan, nan)","(nan, nan, nan)",1167630814430396
102,"(nan, nan, nan)","(nan, nan, nan)",1167630814520831
103,"(nan, nan, nan)","(nan, nan, nan)",1167630814557749
104,"(nan, nan, nan)","(nan, nan, nan)",1167630814589254
105,"(nan, nan, nan)","(nan, nan, nan)",1167630814657282
106,"(nan, nan, nan)","(nan, nan, nan)",1167630814705174
107,"(nan, nan, nan)","(nan, nan, nan)",1167630814739957
108,"(nan, nan, nan)","(nan, nan, nan)",1167630814780082
109,"(nan, nan, nan)","(nan, nan, nan)",1167630814820422
110,"(nan, nan, nan)","(nan, nan, nan)",1167630814874136
111,"(nan, nan, nan)","(nan, nan, nan)",1167630814918604
112,"(nan, nan, nan)","(nan, nan, nan)",1167630814970513
113,"(nan, nan, nan)","(nan, nan, nan)",1167630815042922
114,"(nan, nan, nan)","(nan, nan, nan)",1167630815118937
115,"(nan, nan, nan)","(nan, nan, nan)",1167630815154326
116,"(nan, nan, nan)","(nan, nan, nan)",1167630815194352
117,"(nan, nan, nan)","(nan, nan, nan)",1167630815234328
118,"(nan, nan, nan)","(nan, nan, nan)",1167630815276627
119,"(nan, nan, nan)","(nan, nan, nan)",1167630815323165
120,"(nan, nan, nan)","(nan, nan, nan)",1167630815363245
121,"(nan, nan, nan)","(nan, nan, nan)",1167630815403236
122,"(nan, nan, nan)","(nan, nan, nan)",1167630815449081
123,"(nan, nan, nan)","(nan, nan, nan)",1167630815486055
124,"(nan, nan, nan)","(nan, nan, nan)",1167630815525089
125,"(nan, nan, nan)","(nan, nan, nan)",1167630815569848
126,"(nan, nan, nan)","(nan, nan, nan)",1167630815614627
127,"(nan, nan, nan)","(nan, nan, nan)",1167630815659320
128,"(nan, nan, nan)","(nan, nan, nan)",1167630815698309
129,"(nan, nan, nan)","(nan, nan, nan)",1167630815737475
130,"(nan, nan, nan)","(nan, nan, nan)",1167630815812070
131,"(nan, nan, nan)","(nan, nan, nan)",1167630815851400
132,"(nan, nan, nan)","(nan, nan, nan)",1167630815899674
133,"(nan, nan, nan)","(nan, nan, nan)",1167630815938979
134,"(nan, nan, nan)","(nan, nan, nan)",1167630815978413
135,"(nan, nan, nan)","(nan, nan, nan)",1167630816017754
136,"(nan, nan, nan)","(nan, nan, nan)",1167630816057098
137,"(nan, nan, nan)","(nan, nan, nan)",1167630816096418
138,"(nan, nan, nan)","(nan, nan, nan)",1167630816183290
139,"(nan, nan, nan)","(nan, nan, nan)",1167630816229053
140,"(nan, nan, nan)","(nan, nan, nan)",1167630816269058
141,"(nan, nan, nan)","(nan, nan, nan)",1167630816314805
142,"(nan, nan, nan)","(nan, nan, nan)",1167630816360573
143,"(nan, nan, nan)","(nan, nan, nan)",1167630816406216
144,"(76.8191146850586, 227.20176696777344, 9.100000381469727)","(67.09965515136719, 230.15963745117188, 9.100000381469727)",1167630816429735
145,"(77.32524108886719, 228.99227905273438, 9.100000381469727)","(66.11088562011719, 232.52584838867188, 9.100000381469727)",1167630816455206
146,"(55.17829895019531, 215.41017150878906, 9.100000381469727)","(40.357421875, 209.64393615722656, 9.100000381469727)",1167630816503243
147,"(-30.310531616210938, 128.5545654296875, 9.100000381469727)","(-49.78732681274414, 128.4495391845703, 9.100000381469727)",1167630816533615
148,"(-88.40275573730469, 78.58116912841797, 9.100000381469727)","(-103.57688903808594, 83.7326889038086, 9.100000381469727)",1167630816566793
149,"(-92.25838470458984, 74.94137573242188, 9.100000381469727)","(-107.03311157226562, 76.19802856445312, 9.100000381469727)",1167630816600445
150,"(-89.67890167236328, 73.34294891357422, 9.100000381469727)","(-106.80491638183594, 75.6199951171875, 9.100000381469727)",1167630816633474
151,"(-94.17109680175781, 70.48678588867188, 9.100000381469727)","(-105.1061019897461, 73.46332550048828, 9.100000381469727)",1167630816666173
152,"(-90.60856628417969, 70.7681884765625, 9.100000381469727)","(-106.86087799072266, 72.16019439697266, 9.100000381469727)",1167630816699392
153,"(-93.30291748046875, 69.78663635253906, 9.100000381469727)","(-108.0531997680664, 77.42549896240234, 9.100000381469727)",1167630816731794
154,"(-95.19060516357422, 70.60247802734375, 9.100000381469727)","(-105.54640197753906, 72.24164581298828, 9.100000381469727)",1167630816764342
155,"(-91.8004150390625, 68.41377258300781, 9.100000381469727)","(-105.4546890258789, 72.78119659423828, 9.100000381469727)",1167630816796917
156,"(-94.42815399169922, 70.51235961914062, 9.100000381469727)","(-103.45584106445312, 73.94731140136719, 9.100000381469727)",1167630816829920
157,"(-94.59188842773438, 69.70462799072266, 9.100000381469727)","(-104.89137268066406, 76.29922485351562, 9.100000381469727)",1167630816862365
158,"(-164.59375, 129.44619750976562, 9.100000381469727)","(-161.64295959472656, 136.0616912841797, 9.100000381469727)",1167630816894908
159,"(-180.9284210205078, 141.86251831054688, 9.100000381469727)","(-180.56988525390625, 149.78573608398438, 9.100000381469727)",1167630816927117
160,"(-182.45828247070312, 133.83859252929688, 9.100000381469727)","(-203.5451202392578, 148.08897399902344, 9.100000381469727)",1167630816959183
161,"(-184.1425018310547, 134.55921936035156, 9.100000381469727)","(-201.89297485351562, 147.2654266357422, 9.100000381469727)",1167630816991912
162,"(-186.3181610107422, 136.4739990234375, 9.100000381469727)","(-203.62254333496094, 148.15704345703125, 9.100000381469727)",1167630817025513
163,"(-185.6250457763672, 134.8197021484375, 9.100000381469727)","(-205.09689331054688, 146.54220581054688, 9.100000381469727)",1167630817057369
164,"(-208.00144958496094, 146.44650268554688, 9.100000381469727)","(-222.85398864746094, 151.27554321289062, 9.100000381469727)",1167630817089698
165,"(-208.7133331298828, 146.18711853027344, 9.100000381469727)","(-227.8283233642578, 157.97857666015625, 9.100000381469727)",1167630817122587
166,"(-208.90858459472656, 143.69869995117188, 9.100000381469727)","(-223.61355590820312, 155.1304473876953, 9.100000381469727)",1167630817154459
167,"(-206.27642822265625, 146.8053436279297, 9.100000381469727)","(-224.85499572753906, 154.14450073242188, 9.100000381469727)",1167630817186794
168,"(-210.304443359375, 145.56146240234375, 9.100000381469727)","(-226.6130828857422, 160.16543579101562, 9.100000381469727)",1167630817217867
169,"(-207.78436279296875, 144.81773376464844, 9.100000381469727)","(-225.0345001220703, 155.49522399902344, 9.100000381469727)",1167630817248432
170,"(-209.5032196044922, 145.4938201904297, 9.100000381469727)","(-229.99217224121094, 157.18431091308594, 9.100000381469727)",1167630817279578
171,"(-209.25192260742188, 146.91839599609375, 9.100000381469727)","(-227.8914337158203, 155.0904998779297, 9.100000381469727)",1167630817311156
172,"(-206.5669708251953, 146.52952575683594, 9.100000381469727)","(-231.0965118408203, 157.1968536376953, 9.100000381469727)",1167630817342873
173,"(-180.4834442138672, 177.57177734375, 9.100000381469727)","(-196.9470977783203, 189.0537567138672, 9.100000381469727)",1167630817374374
174,"(-178.5325469970703, 179.1232452392578, 9.100000381469727)","(-196.8024139404297, 189.3555450439453, 9.100000381469727)",1167630817406160
175,"(-179.71080017089844, 178.96836853027344, 9.100000381469727)","(-194.95774841308594, 189.96864318847656, 9.100000381469727)",1167630817437809
176,"(-179.27615356445312, 179.45315551757812, 9.100000381469727)","(-198.53785705566406, 192.5416717529297, 9.100000381469727)",1167630817469385
177,"(-178.5157470703125, 182.15011596679688, 9.100000381469727)","(-199.24822998046875, 193.32980346679688, 9.100000381469727)",1167630817501118
178,"(-178.07861328125, 179.85598754882812, 9.100000381469727)","(-198.6435546875, 190.76454162597656, 9.100000381469727)",1167630817533605
179,"(-179.91795349121094, 181.53732299804688, 9.100000381469727)","(-200.7294464111328, 194.13653564453125, 9.100000381469727)",1167630817565999
180,"(-178.16822814941406, 181.5677947998047, 9.100000381469727)","(-197.17515563964844, 193.56246948242188, 9.100000381469727)",1167630817598079
181,"(-180.87672424316406, 182.38406372070312, 9.100000381469727)","(-200.32627868652344, 194.9797821044922, 9.100000381469727)",1167630817630965
182,"(-151.40956115722656, 181.26487731933594, 9.100000381469727)","(-170.9906005859375, 189.27980041503906, 9.100000381469727)",1167630817664075
183,"(-130.68606567382812, 185.52000427246094, 9.100000381469727)","(-148.031494140625, 192.79180908203125, 9.100000381469727)",1167630817695452
184,"(-128.7205810546875, 183.41539001464844, 9.100000381469727)","(-144.5065460205078, 187.72230529785156, 9.100000381469727)",1167630817726934
185,"(-127.67958068847656, 183.5660858154297, 9.100000381469727)","(-146.48895263671875, 189.539794921875, 9.100000381469727)",1167630817757857
186,"(-127.15108489990234, 182.35833740234375, 9.100000381469727)","(-144.2703094482422, 188.55667114257812, 9.100000381469727)",1167630817789334
187,"(-126.18325805664062, 183.348876953125, 9.100000381469727)","(-146.63389587402344, 190.6123504638672, 9.100000381469727)",1167630817821126
188,"(-121.79300689697266, 182.82701110839844, 9.100000381469727)","(-142.14089965820312, 188.96400451660156, 9.100000381469727)",1167630817853201
189,"(-2.6126210689544678, 224.78082275390625, 9.100000381469727)","(-13.949721336364746, 231.98532104492188, 9.100000381469727)",1167630817886100
190,"(78.21453857421875, 216.79043579101562, 9.100000381469727)","(68.13381958007812, 224.48379516601562, 9.100000381469727)",1167630817918210
