,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167648411205893,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167648411248533,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167648411291084,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167648411333693,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167648411376268,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167648411419122,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167648411462581,"(0.5100589394569397, 0.27658575773239136, -0.2295088768005371)","(-3.927227020263672, 45.32131576538086, 381.1473388671875)",1,"(66.5056381225586, 191.42401123046875, 9.100000381469727)","(0.6077511310577393, 0.4980570673942566)",1,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
7,1167648411502882,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(0.4439982771873474, 0.2785300016403198, 0.22078369557857513)","(16.108510971069336, 61.565120697021484, 516.235107421875)",1,"(207.99464416503906, 459.9403076171875, 9.100000381469727)","(0.8328326940536499, -0.26133444905281067)",1
8,1167648411589335,"(0.5126600861549377, 0.2765352129936218, -0.22970256209373474)","(-4.479311466217041, 45.314422607421875, 381.0892333984375)",1,"(96.57032775878906, 206.6515655517578, 9.100000381469727)","(0.6555781960487366, 0.4549919664859772)",1,"(0.443768709897995, 0.27885913848876953, 0.22083069384098053)","(16.186012268066406, 61.47952651977539, 516.2492065429688)",1,"(185.5560302734375, 497.7088928222656, 9.100000381469727)","(0.7971372604370117, -0.3681478798389435)",1
9,1167648411635887,"(0.512611985206604, 0.2766675353050232, -0.22968760132789612)","(-4.469018936157227, 45.28902816772461, 381.0937194824219)",1,"(94.03485870361328, 204.8870086669922, 9.100000381469727)","(0.6515447497367859, 0.45998233556747437)",1,"(0.4434483051300049, 0.27917125821113586, 0.22088439762592316)","(16.29361343383789, 61.399322509765625, 516.2653198242188)",1,"(192.7451171875, 544.8306884765625, 9.100000381469727)","(0.8085736632347107, -0.501413106918335)",1
10,1167648411685087,"(0.5124365091323853, 0.2766277492046356, -0.22967447340488434)","(-4.4318132400512695, 45.29802322387695, 381.09765625)",1,"(92.07441711425781, 208.11268615722656, 9.100000381469727)","(0.6484261155128479, 0.45085975527763367)",1,"(0.4430951178073883, 0.2791860103607178, 0.22090433537960052)","(16.411211013793945, 61.39792251586914, 516.2713012695312)",1,"(168.41323852539062, 472.2702941894531, 9.100000381469727)","(0.7698663473129272, -0.29620498418807983)",1
11,1167648411739362,"(0.5123606324195862, 0.27645283937454224, -0.22968119382858276)","(-4.415914535522461, 45.33262634277344, 381.09564208984375)",1,"(92.07734680175781, 208.2698974609375, 9.100000381469727)","(0.6484307646751404, 0.45041516423225403)",1,"(0.4429319500923157, 0.2790631055831909, 0.22089742124080658)","(16.46511459350586, 61.43152618408203, 516.2692260742188)",1,"(182.5991668701172, 487.771240234375, 9.100000381469727)","(0.7924334406852722, -0.34004318714141846)",1
12,1167648411782552,"(0.5123528242111206, 0.2762047052383423, -0.2296992987394333)","(-4.414410591125488, 45.38102340698242, 381.0902099609375)",1,"(91.48255920410156, 208.97442626953125, 9.100000381469727)","(0.647484540939331, 0.4484226703643799)",1,"(0.44278326630592346, 0.2790205776691437, 0.22090189158916473)","(16.51441192626953, 61.443824768066406, 516.2705688476562)",1,"(176.480712890625, 489.577392578125, 9.100000381469727)","(0.7827001810073853, -0.34515121579170227)",1
13,1167648411825451,"(0.5115368366241455, 0.2763043940067291, -0.22960753738880157)","(-4.241316318511963, 45.36772537231445, 381.11773681640625)",1,"(101.8614501953125, 207.64987182617188, 9.100000381469727)","(0.6639953851699829, 0.45216867327690125)",1,"(0.44236820936203003, 0.2791796326637268, 0.2209574431180954)","(16.6533145904541, 61.40522766113281, 516.2872314453125)",1,"(224.675048828125, 500.56903076171875, 9.100000381469727)","(0.8593680262565613, -0.3762367069721222)",1
14,1167648411869445,"(0.5114890933036804, 0.27621617913246155, -0.22960886359214783)","(-4.231219291687012, 45.385318756103516, 381.1173400878906)",1,"(102.02217102050781, 206.3041534423828, 9.100000381469727)","(0.6642510294914246, 0.4559744894504547)",1,"(0.5112165808677673, 0.2779453992843628, -0.22936512529850006)","(-4.172219753265381, 45.05332946777344, 381.1904602050781)",1,"(105.32389068603516, 204.56851196289062, 9.100000381469727)","(0.6695034503936768, 0.4608830511569977)",1
15,1167648411912345,"(0.5114175081253052, 0.27622339129447937, -0.22960032522678375)","(-4.216110706329346, 45.384521484375, 381.1199035644531)",1,"(102.6027603149414, 206.2401123046875, 9.100000381469727)","(0.665174663066864, 0.4561556279659271)",1,"(0.5110957622528076, 0.2779596149921417, -0.22936299443244934)","(-4.146519184112549, 45.051025390625, 381.19110107421875)",1,"(105.13929748535156, 201.3961639404297, 9.100000381469727)","(0.6692097783088684, 0.46985477209091187)",1
16,1167648411965439,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
17,1167648412020105,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
18,1167648412067704,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
19,1167648412115406,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
20,1167648412162637,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
21,1167648412200663,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
22,1167648412233083,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
23,1167648412296000,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
