,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630900620844
1,"(18.05089569091797, 333.07745361328125, 9.100000381469727)","(-8.216875076293945, 337.3646545410156, 9.100000381469727)",1167630901009940
2,"(13.649456977844238, 327.9736328125, 9.100000381469727)","(-1.5851024389266968, 338.06121826171875, 9.100000381469727)",1167630901041140
3,"(nan, nan, nan)","(nan, nan, nan)",1167630901076482
4,"(12.019661903381348, 327.6662902832031, 9.100000381469727)","(-5.078713893890381, 333.8050537109375, 9.100000381469727)",1167630901110815
5,"(14.554197311401367, 328.8468017578125, 9.100000381469727)","(-6.327285289764404, 334.0304870605469, 9.100000381469727)",1167630901136751
6,"(12.857760429382324, 327.6675109863281, 9.100000381469727)","(-4.054368495941162, 336.0404968261719, 9.100000381469727)",1167630901169788
7,"(14.161184310913086, 327.3907165527344, 9.100000381469727)","(18.96275520324707, 485.57403564453125, 9.100000381469727)",1167630901201629
8,"(14.077035903930664, 330.2254333496094, 9.100000381469727)","(-9.502424240112305, 333.984375, 9.100000381469727)",1167630901233370
9,"(14.184187889099121, 329.93194580078125, 9.100000381469727)","(-5.066153049468994, 337.4882507324219, 9.100000381469727)",1167630901266144
10,"(13.30685806274414, 328.339111328125, 9.100000381469727)","(-2.05912709236145, 334.46759033203125, 9.100000381469727)",1167630901298707
11,"(13.848089218139648, 330.2635498046875, 9.100000381469727)","(-6.11515998840332, 333.322509765625, 9.100000381469727)",1167630901330839
12,"(12.063688278198242, 329.4563903808594, 9.100000381469727)","(-4.741896152496338, 336.1947021484375, 9.100000381469727)",1167630901363263
13,"(40.54261016845703, 326.7465515136719, 9.100000381469727)","(18.145294189453125, 331.27886962890625, 9.100000381469727)",1167630901395873
14,"(38.53535079956055, 327.9985046386719, 9.100000381469727)","(15.820331573486328, 333.4219970703125, 9.100000381469727)",1167630901428117
15,"(40.324806213378906, 329.6976318359375, 9.100000381469727)","(17.527029037475586, 332.4776306152344, 9.100000381469727)",1167630901460906
16,"(39.683712005615234, 331.49432373046875, 9.100000381469727)","(13.908881187438965, 328.86962890625, 9.100000381469727)",1167630901493363
17,"(37.279937744140625, 330.43084716796875, 9.100000381469727)","(15.402665138244629, 331.55810546875, 9.100000381469727)",1167630901526119
18,"(39.41593933105469, 328.74114990234375, 9.100000381469727)","(13.601324081420898, 331.09381103515625, 9.100000381469727)",1167630901559113
19,"(38.10325241088867, 326.9936828613281, 9.100000381469727)","(15.95601749420166, 332.1205749511719, 9.100000381469727)",1167630901592167
20,"(39.80500411987305, 326.9505310058594, 9.100000381469727)","(17.134143829345703, 330.3441467285156, 9.100000381469727)",1167630901624892
21,"(41.76892852783203, 327.3962707519531, 9.100000381469727)","(17.370864868164062, 330.5932922363281, 9.100000381469727)",1167630901657870
22,"(39.24989318847656, 329.2616271972656, 9.100000381469727)","(17.556142807006836, 331.495849609375, 9.100000381469727)",1167630901692556
23,"(30.934986114501953, 324.8092346191406, 9.100000381469727)","(8.761580467224121, 333.6920471191406, 9.100000381469727)",1167630901726079
24,"(30.485614776611328, 329.7317810058594, 9.100000381469727)","(10.666003227233887, 335.4580993652344, 9.100000381469727)",1167630901758674
25,"(29.795671463012695, 325.4598693847656, 9.100000381469727)","(10.233855247497559, 332.4863586425781, 9.100000381469727)",1167630901791662
26,"(29.491455078125, 326.6817932128906, 9.100000381469727)","(10.797331809997559, 330.71575927734375, 9.100000381469727)",1167630901825062
27,"(34.59934997558594, 326.71337890625, 9.100000381469727)","(12.914393424987793, 328.3633117675781, 9.100000381469727)",1167630901857971
28,"(32.16485595703125, 326.3464660644531, 9.100000381469727)","(10.51264476776123, 328.2027587890625, 9.100000381469727)",1167630901890978
29,"(29.957746505737305, 323.7564392089844, 9.100000381469727)","(12.773727416992188, 331.97564697265625, 9.100000381469727)",1167630901923991
30,"(nan, nan, nan)","(nan, nan, nan)",1167630901956979
31,"(nan, nan, nan)","(nan, nan, nan)",1167630901989659
32,"(nan, nan, nan)","(nan, nan, nan)",1167630902022521
33,"(nan, nan, nan)","(nan, nan, nan)",1167630902064974
34,"(nan, nan, nan)","(nan, nan, nan)",1167630902122909
35,"(35.673492431640625, 329.8952941894531, 9.100000381469727)","(15.940631866455078, 333.7732238769531, 9.100000381469727)",1167630902150255
36,"(32.07789611816406, 323.6258850097656, 9.100000381469727)","(15.070590019226074, 333.3250732421875, 9.100000381469727)",1167630902172343
37,"(32.23768615722656, 320.5220947265625, 9.100000381469727)","(14.899556159973145, 334.0928955078125, 9.100000381469727)",1167630902207956
38,"(36.13096237182617, 322.8326416015625, 9.100000381469727)","(9.58158016204834, 330.1985778808594, 9.100000381469727)",1167630902240428
39,"(35.99879455566406, 324.6112365722656, 9.100000381469727)","(12.09791374206543, 329.1476135253906, 9.100000381469727)",1167630902274576
40,"(33.88679122924805, 327.0310974121094, 9.100000381469727)","(5.260704517364502, 331.0588684082031, 9.100000381469727)",1167630902307699
41,"(29.69968032836914, 328.0825500488281, 9.100000381469727)","(5.743250370025635, 334.67236328125, 9.100000381469727)",1167630902340937
42,"(25.807422637939453, 328.0421142578125, 9.100000381469727)","(4.099291801452637, 336.1459655761719, 9.100000381469727)",1167630902374094
43,"(24.379247665405273, 328.26007080078125, 9.100000381469727)","(4.2618255615234375, 335.1944885253906, 9.100000381469727)",1167630902407452
44,"(24.382469177246094, 327.0851745605469, 9.100000381469727)","(2.8772900104522705, 335.0139465332031, 9.100000381469727)",1167630902441302
45,"(24.32229995727539, 327.7538146972656, 9.100000381469727)","(6.547330856323242, 334.6983947753906, 9.100000381469727)",1167630902474929
46,"(21.621347427368164, 328.5504150390625, 9.100000381469727)","(3.7161693572998047, 333.14178466796875, 9.100000381469727)",1167630902508373
47,"(19.850059509277344, 330.89837646484375, 9.100000381469727)","(8.213846206665039, 336.6293640136719, 9.100000381469727)",1167630902542467
48,"(23.520009994506836, 326.97393798828125, 9.100000381469727)","(6.5790557861328125, 335.9388427734375, 9.100000381469727)",1167630902575985
49,"(26.996084213256836, 327.8648986816406, 9.100000381469727)","(3.5590221881866455, 336.48358154296875, 9.100000381469727)",1167630902609398
50,"(27.360607147216797, 326.1112365722656, 9.100000381469727)","(2.486454486846924, 335.25823974609375, 9.100000381469727)",1167630902643409
51,"(23.925363540649414, 327.9446105957031, 9.100000381469727)","(7.686431884765625, 336.9440612792969, 9.100000381469727)",1167630902677748
52,"(24.628490447998047, 329.3392333984375, 9.100000381469727)","(3.5877506732940674, 339.47479248046875, 9.100000381469727)",1167630902712199
