,device_time_stamp,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,left_gaze_point_in_user_coordinate_system,left_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,right_gaze_point_in_user_coordinate_system,right_gaze_point_on_display_area,right_gaze_point_validity
0,1167646573369042,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
1,1167646573411838,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
2,1167646573454489,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
3,1167646573491301,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
4,1167646573533901,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
5,1167646573576558,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
6,1167646573619110,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan, nan)","(nan, nan)",0
7,1167646573660398,"(0.5936040878295898, 0.6098284721374512, 0.5754150152206421)","(-41.503013610839844, -30.904722213745117, 622.62451171875)",1,"(245.90737915039062, 323.49462890625, 9.100000381469727)","(0.8931445479393005, 0.1245478168129921)",1,"(0.4611078202724457, 0.6323975920677185, 0.5862210988998413)","(14.025611877441406, -37.520225524902344, 625.8663330078125)",1,"(245.47470092773438, 314.1594543457031, 9.100000381469727)","(0.8924562335014343, 0.1509486883878708)",1
8,1167646573701097,"(0.5939477682113647, 0.6105642318725586, 0.5755311846733093)","(-41.64731216430664, -31.1334228515625, 622.6593627929688)",1,"(190.38063049316406, 260.908935546875, 9.100000381469727)","(0.8048122525215149, 0.30154654383659363)",1,"(0.461855947971344, 0.6329746246337891, 0.5856439471244812)","(13.709716796875, -37.69062042236328, 625.6931762695312)",1,"(198.83982849121094, 258.6385498046875, 9.100000381469727)","(0.8182691931724548, 0.3079674541950226)",1
9,1167646573900727,"(0.5947646498680115, 0.6111045479774475, 0.5743656158447266)","(-41.9708137512207, -31.284822463989258, 622.3096923828125)",1,"(179.7807159423828, 253.0193634033203, 9.100000381469727)","(0.787949800491333, 0.3238590955734253)",1,"(0.4621221125125885, 0.6334039568901062, 0.5842388868331909)","(13.592513084411621, -37.798526763916016, 625.2716674804688)",1,"(177.66009521484375, 234.61460876464844, 9.100000381469727)","(0.7845762968063354, 0.37590962648391724)",1
10,1167646573951832,"(0.5947805643081665, 0.6111993789672852, 0.5742429494857788)","(-41.97541427612305, -31.31212615966797, 622.2728881835938)",1,"(178.4869842529297, 246.44956970214844, 9.100000381469727)","(0.7858917713165283, 0.3424391448497772)",1,"(0.46210622787475586, 0.6335235238075256, 0.5843623876571655)","(13.599812507629395, -37.837520599365234, 625.3087158203125)",1,"(176.75929260253906, 237.8380584716797, 9.100000381469727)","(0.7831433415412903, 0.3667933940887451)",1
11,1167646574086533,"(0.5950230360031128, 0.6119034290313721, 0.5747780203819275)","(-42.083614349365234, -31.537025451660156, 622.4334106445312)",1,"(145.88609313964844, 204.3533477783203, 9.100000381469727)","(0.73403000831604, 0.46149158477783203)",1,"(0.4625321626663208, 0.6340073347091675, 0.5836619138717651)","(13.418815612792969, -37.97542190551758, 625.0985717773438)",1,"(144.44854736328125, 197.3024139404297, 9.100000381469727)","(0.7317431569099426, 0.48143234848976135)",1
12,1167646574134122,"(0.5952081680297852, 0.6119621992111206, 0.5743654370307922)","(-42.15481948852539, -31.549528121948242, 622.3096313476562)",1,"(148.33424377441406, 209.12013244628906, 9.100000381469727)","(0.7379245758056641, 0.4480106234550476)",1,"(0.4625200629234314, 0.6340538859367371, 0.5835176706314087)","(13.423315048217773, -37.987125396728516, 625.0552978515625)",1,"(143.8428192138672, 204.01748657226562, 9.100000381469727)","(0.7307795882225037, 0.46244144439697266)",1
13,1167646574190362,"(0.5953149199485779, 0.612000048160553, 0.5746370553970337)","(-42.20351028442383, -31.565624237060547, 622.39111328125)",1,"(146.7353057861328, 214.5835723876953, 9.100000381469727)","(0.7353809475898743, 0.43255946040153503)",1,"(0.4625299870967865, 0.6340773701667786, 0.5834574103355408)","(13.418919563293457, -37.993324279785156, 625.0372314453125)",1,"(144.18910217285156, 195.10235595703125, 9.100000381469727)","(0.7313304543495178, 0.48765432834625244)",1
14,1167646574237893,"(0.5953354239463806, 0.6119819283485413, 0.5745617747306824)","(-42.21091842651367, -31.55902099609375, 622.3685302734375)",1,"(144.7138671875, 207.35061645507812, 9.100000381469727)","(0.7321652770042419, 0.453014999628067)",1,"(0.46251654624938965, 0.6340891122817993, 0.5834657549858093)","(13.424612045288086, -37.99702453613281, 625.0397338867188)",1,"(143.0211639404297, 194.47340393066406, 9.100000381469727)","(0.7294725179672241, 0.48943307995796204)",1
15,1167646574286204,"(0.5953601002693176, 0.6119649410247803, 0.5744712352752686)","(-42.21991729736328, -31.552526473999023, 622.3413696289062)",1,"(144.56082153320312, 212.81021118164062, 9.100000381469727)","(0.7319217920303345, 0.43757468461990356)",1,"(0.46251392364501953, 0.6340756416320801, 0.5834352374076843)","(13.425514221191406, -37.99232864379883, 625.0305786132812)",1,"(148.42286682128906, 200.65328979492188, 9.100000381469727)","(0.7380655407905579, 0.47195571660995483)",1
16,1167646574334130,"(0.5954358577728271, 0.6119036078453064, 0.5742911696434021)","(-42.249019622802734, -31.531227111816406, 622.287353515625)",1,"(144.0098876953125, 207.297607421875, 9.100000381469727)","(0.7310453653335571, 0.4531649351119995)",1,"(0.4625433385372162, 0.6340569853782654, 0.5833262205123901)","(13.412717819213867, -37.98472595214844, 624.9978637695312)",1,"(147.54566955566406, 203.79933166503906, 9.100000381469727)","(0.7366701364517212, 0.4630584120750427)",1
17,1167646574382067,"(0.595697820186615, 0.6119170188903809, 0.5742472410202026)","(-42.357913970947266, -31.535722732543945, 622.274169921875)",1,"(145.86325073242188, 208.3663330078125, 9.100000381469727)","(0.7339937090873718, 0.45014244318008423)",1,"(0.4627947509288788, 0.6340382695198059, 0.5831746459007263)","(13.306619644165039, -37.97712707519531, 624.952392578125)",1,"(149.4171142578125, 201.97410583496094, 9.100000381469727)","(0.7396472096443176, 0.4682202935218811)",1
18,1167646574429738,"(0.5961971282958984, 0.6117955446243286, 0.5740958452224731)","(-42.56471252441406, -31.498022079467773, 622.228759765625)",1,"(148.20095825195312, 214.4549560546875, 9.100000381469727)","(0.737712562084198, 0.43292322754859924)",1,"(0.4632621109485626, 0.6339890956878662, 0.582655668258667)","(13.108316421508789, -37.954322814941406, 624.7966918945312)",1,"(145.11810302734375, 197.24642944335938, 9.100000381469727)","(0.7328082919120789, 0.4815906584262848)",1
