,left_gaze_point,right_gaze_point,time_stamp
0,"(nan, nan, nan)","(nan, nan, nan)",1167630780501116
1,"(nan, nan, nan)","(nan, nan, nan)",1167630780880206
2,"(nan, nan, nan)","(nan, nan, nan)",1167630780918918
3,"(27.655593872070312, 54.82907485961914, 9.100000381469727)","(-82.81686401367188, 154.95535278320312, 9.100000381469727)",1167630780963448
4,"(28.110145568847656, 57.394798278808594, 9.100000381469727)","(-82.21583557128906, 153.82896423339844, 9.100000381469727)",1167630781029281
5,"(-82.80979919433594, 110.02501678466797, 9.100000381469727)","(-92.06331634521484, 114.03411102294922, 9.100000381469727)",1167630781088286
6,"(-81.17121124267578, 110.47648620605469, 9.100000381469727)","(-87.9482192993164, 111.65634155273438, 9.100000381469727)",1167630781132357
7,"(nan, nan, nan)","(-89.53925323486328, 112.39147186279297, 9.100000381469727)",1167630781167898
8,"(nan, nan, nan)","(-89.58821105957031, 111.28614044189453, 9.100000381469727)",1167630781203157
9,"(nan, nan, nan)","(-87.30095672607422, 111.5407943725586, 9.100000381469727)",1167630781228675
10,"(nan, nan, nan)","(nan, nan, nan)",1167630781255195
11,"(nan, nan, nan)","(nan, nan, nan)",1167630781281844
12,"(nan, nan, nan)","(nan, nan, nan)",1167630781310124
13,"(nan, nan, nan)","(nan, nan, nan)",1167630781339630
14,"(nan, nan, nan)","(nan, nan, nan)",1167630781372581
15,"(nan, nan, nan)","(nan, nan, nan)",1167630781403302
16,"(nan, nan, nan)","(nan, nan, nan)",1167630781438459
17,"(nan, nan, nan)","(nan, nan, nan)",1167630781470671
18,"(nan, nan, nan)","(nan, nan, nan)",1167630781566546
19,"(nan, nan, nan)","(nan, nan, nan)",1167630781618363
20,"(nan, nan, nan)","(nan, nan, nan)",1167630781659116
21,"(nan, nan, nan)","(nan, nan, nan)",1167630781699976
22,"(nan, nan, nan)","(nan, nan, nan)",1167630781754211
23,"(nan, nan, nan)","(nan, nan, nan)",1167630781794840
24,"(nan, nan, nan)","(nan, nan, nan)",1167630781827373
25,"(-57.18292236328125, 109.16334533691406, 9.100000381469727)","(-78.27880096435547, 112.09428405761719, 9.100000381469727)",1167630781860458
26,"(-62.04587173461914, 109.14539337158203, 9.100000381469727)","(-78.00752258300781, 112.68472290039062, 9.100000381469727)",1167630781884689
27,"(-60.096031188964844, 106.0093765258789, 9.100000381469727)","(-80.33872985839844, 111.69454956054688, 9.100000381469727)",1167630781918140
28,"(-63.13724136352539, 108.53821563720703, 9.100000381469727)","(-77.88391876220703, 111.13127899169922, 9.100000381469727)",1167630781950444
29,"(-59.3285026550293, 113.57884979248047, 9.100000381469727)","(-78.12370300292969, 110.9764404296875, 9.100000381469727)",1167630781983093
30,"(-61.72005844116211, 107.2772216796875, 9.100000381469727)","(-80.8300552368164, 111.44889831542969, 9.100000381469727)",1167630782016331
31,"(-83.958251953125, 107.41807556152344, 9.100000381469727)","(-103.013916015625, 112.54976654052734, 9.100000381469727)",1167630782048328
32,"(-87.32159423828125, 109.35467529296875, 9.100000381469727)","(-102.22138977050781, 117.57765197753906, 9.100000381469727)",1167630782080292
33,"(-83.39482116699219, 109.37963104248047, 9.100000381469727)","(-99.9590835571289, 114.18321228027344, 9.100000381469727)",1167630782112244
34,"(-81.77765655517578, 105.16122436523438, 9.100000381469727)","(-99.76721954345703, 113.3182373046875, 9.100000381469727)",1167630782144365
35,"(-85.05557250976562, 107.453369140625, 9.100000381469727)","(-98.91014099121094, 113.11752319335938, 9.100000381469727)",1167630782175538
36,"(-256.90008544921875, 117.13383483886719, 9.100000381469727)","(-97.39588928222656, 112.0168228149414, 9.100000381469727)",1167630782207103
37,"(-82.92018127441406, 108.59485626220703, 9.100000381469727)","(-100.8135986328125, 114.81718444824219, 9.100000381469727)",1167630782239814
